event_id,view_id,event_type,element_id,event_timestamp
23307,325381,hover,form_login,2025-04-30 14:57:02.544096
23308,285039,submit,btn_add_to_cart,2025-07-06 11:01:06.923391
23309,212565,click,nav_menu,2025-12-08 10:40:34.282788
23310,325489,hover,img_hero,2025-05-12 13:19:30.193325
23311,317780,submit,img_hero,2025-06-05 13:07:42.551446
23312,300169,click,link_details,2025-09-05 10:17:17.511873
23313,299112,hover,btn_add_to_cart,2025-09-27 10:45:49.060219
23314,348085,scroll,img_hero,2026-01-22 13:46:51.290534
23315,266552,scroll,link_details,2025-04-14 05:05:11.169217
23316,16026,submit,link_details,2025-11-25 12:03:16.430763
23317,371306,click,img_hero,2025-10-12 17:01:14.249526
23318,161256,click,img_hero,2025-10-08 12:49:46.733946
23319,13377,scroll,form_login,2025-06-09 15:33:35.028659
23320,384745,scroll,nav_menu,2025-12-31 16:43:01.157314
23321,314848,submit,form_login,2025-07-09 06:54:27.265878
23322,265104,submit,input_search,2025-12-31 10:43:49.806602
23323,437710,click,link_details,2025-06-23 23:17:54.968600
23324,217137,click,img_hero,2025-05-20 13:52:08.901468
23325,25520,click,input_search,2025-04-12 01:08:59.462552
23326,4545,submit,nav_menu,2025-10-24 12:34:45.439310
23327,89880,scroll,link_details,2025-11-18 01:12:06.060099
23328,200433,submit,form_login,2025-10-09 15:03:32.619971
23329,418133,click,link_details,2025-05-09 01:40:53.494761
23330,208964,click,form_login,2025-10-18 16:15:27.464832
23331,355283,submit,input_search,2026-02-07 11:31:38.586299
23332,429477,hover,img_hero,2025-03-17 15:29:08.618940
23333,167528,click,form_login,2025-06-29 12:03:02.668448
23334,255943,submit,input_search,2025-06-05 09:13:29.227178
23335,125316,click,btn_add_to_cart,2025-03-04 13:02:35.729658
23336,360663,scroll,img_hero,2025-10-29 11:28:45.029787
23337,291201,scroll,input_search,2025-08-20 19:55:06.725645
23338,298733,hover,btn_add_to_cart,2025-08-10 06:58:41.897028
23339,444047,submit,form_login,2026-02-10 14:48:13.183467
23340,321907,scroll,btn_add_to_cart,2025-05-14 05:41:15.131613
23341,167813,submit,img_hero,2025-08-09 01:53:05.868959
23342,429619,hover,img_hero,2026-02-20 21:09:02.793713
23343,297105,scroll,img_hero,2025-11-17 04:20:15.659674
23344,435698,click,btn_add_to_cart,2025-07-29 16:31:44.552125
23345,104793,hover,btn_add_to_cart,2025-04-29 09:57:42.080231
23346,298312,click,input_search,2025-08-19 11:31:38.785694
23347,55207,scroll,link_details,2025-06-15 19:02:45.355220
23348,257520,submit,form_login,2025-02-26 23:14:43.236976
23349,490850,click,img_hero,2025-03-27 14:15:28.915297
23350,24960,click,img_hero,2025-10-02 23:59:39.599985
23351,487649,click,btn_add_to_cart,2025-03-14 23:14:55.086894
23352,157582,scroll,input_search,2025-07-08 11:28:42.449122
23353,288715,submit,input_search,2025-10-30 10:40:38.725840
23354,129343,hover,form_login,2026-01-22 00:32:04.825653
23355,15706,scroll,nav_menu,2026-02-17 13:17:13.313091
23356,201765,submit,btn_add_to_cart,2025-04-30 00:33:53.022636
23357,306018,click,img_hero,2025-12-06 02:58:14.131561
23358,115645,scroll,btn_add_to_cart,2025-05-10 00:56:54.988540
23359,492342,scroll,input_search,2025-04-20 23:08:12.631389
23360,32581,hover,input_search,2025-10-24 21:13:01.490525
23361,299188,submit,form_login,2025-11-20 15:08:46.769286
23362,158681,hover,form_login,2026-01-03 02:14:43.795258
23363,73070,click,input_search,2025-05-12 15:24:54.031199
23364,242181,submit,btn_add_to_cart,2025-06-26 17:09:38.258990
23365,54604,submit,input_search,2025-08-01 16:23:32.083046
23366,193546,scroll,form_login,2025-11-04 23:22:15.527284
23367,350012,submit,nav_menu,2025-08-13 09:24:59.206876
23368,355704,click,nav_menu,2025-08-09 16:55:11.474448
23369,304365,click,link_details,2026-02-07 13:43:57.100941
23370,431496,click,img_hero,2025-07-08 22:49:33.409297
23371,215583,scroll,nav_menu,2026-01-13 00:03:27.961460
23372,299424,hover,img_hero,2025-10-19 06:16:57.469841
23373,73229,submit,form_login,2025-07-05 22:52:34.882844
23374,190482,scroll,link_details,2025-03-01 04:04:36.792542
23375,277582,submit,form_login,2025-05-27 06:55:45.826216
23376,156979,hover,input_search,2025-09-11 16:07:47.686877
23377,287043,click,btn_add_to_cart,2025-06-10 16:34:14.420689
23378,391273,hover,form_login,2025-09-04 04:58:45.295974
23379,334327,click,nav_menu,2025-05-02 05:26:49.239844
23380,157863,hover,img_hero,2025-04-06 14:20:10.613050
23381,86875,scroll,img_hero,2025-11-24 17:36:31.533855
23382,461369,hover,btn_add_to_cart,2026-01-02 16:58:49.758030
23383,369713,scroll,link_details,2025-07-19 10:49:10.160073
23384,113832,hover,img_hero,2025-03-05 19:01:21.467035
23385,397522,submit,form_login,2025-12-19 04:45:59.444939
23386,494497,hover,input_search,2025-03-31 15:01:50.737453
23387,376138,scroll,nav_menu,2026-02-19 11:20:17.193593
23388,353876,submit,nav_menu,2025-12-15 01:46:20.773831
23389,291164,submit,input_search,2025-07-08 19:05:16.206388
23390,177494,click,input_search,2025-10-13 14:57:23.420603
23391,103372,hover,img_hero,2025-05-22 19:41:04.136065
23392,99316,hover,img_hero,2025-06-22 14:17:42.973552
23393,250766,click,link_details,2025-06-18 15:29:47.191825
23394,377987,click,input_search,2025-08-29 04:17:04.893712
23395,61394,submit,form_login,2025-05-26 07:28:44.449992
23396,113555,hover,form_login,2025-06-06 14:08:48.896296
23397,289418,submit,btn_add_to_cart,2025-08-17 17:26:58.705173
23398,210028,hover,link_details,2026-02-01 03:59:47.625445
23399,353493,click,form_login,2025-06-01 08:05:33.162280
23400,350199,submit,link_details,2025-08-05 11:28:55.093166
23401,470566,submit,form_login,2025-04-30 15:19:43.831625
23402,283112,scroll,input_search,2025-05-21 19:24:08.307668
23403,18931,hover,form_login,2025-09-12 02:20:35.568462
23404,25545,hover,btn_add_to_cart,2025-09-18 05:48:55.205319
23405,444787,click,input_search,2025-08-28 04:05:51.988672
23406,338259,click,link_details,2025-11-28 22:37:30.235915
23407,466460,scroll,link_details,2025-12-30 10:56:32.171206
23408,336225,hover,nav_menu,2026-01-19 08:26:41.451690
23409,393701,scroll,nav_menu,2025-05-25 18:31:26.504057
23410,34047,submit,input_search,2026-01-18 04:41:51.065204
23411,330082,scroll,form_login,2025-10-16 10:54:55.919936
23412,274713,click,link_details,2026-02-10 08:11:45.477062
23413,35604,hover,link_details,2026-02-12 08:22:05.288259
23414,66934,scroll,link_details,2025-10-24 06:28:56.752853
23415,31014,hover,input_search,2025-12-15 12:40:36.087378
23416,233347,scroll,btn_add_to_cart,2025-05-01 00:24:35.960386
23417,367756,scroll,link_details,2026-01-12 07:27:16.527896
23418,362397,click,img_hero,2025-10-11 17:51:29.333251
23419,356270,hover,form_login,2025-03-06 11:43:04.252197
23420,403657,scroll,img_hero,2026-02-11 01:47:36.043136
23421,66560,scroll,nav_menu,2025-03-09 07:55:27.558796
23422,263213,hover,input_search,2026-02-10 07:37:06.091838
23423,200143,submit,link_details,2025-03-17 14:25:23.643055
23424,462000,submit,input_search,2025-11-01 01:40:33.377294
23425,279078,submit,form_login,2025-12-13 00:33:01.395212
23426,10988,hover,img_hero,2025-08-15 01:59:04.412658
23427,345429,hover,img_hero,2025-03-29 08:34:47.666829
23428,400276,hover,btn_add_to_cart,2025-11-01 23:37:08.869810
23429,302571,submit,link_details,2025-04-19 17:51:26.506929
23430,226963,hover,link_details,2025-11-29 20:54:04.450930
23431,17818,click,btn_add_to_cart,2025-10-27 22:29:19.488691
23432,259144,hover,form_login,2025-05-02 12:40:07.182616
23433,483427,hover,input_search,2026-01-31 12:41:55.391694
23434,27180,click,btn_add_to_cart,2026-02-07 03:53:42.898812
23435,324675,scroll,input_search,2026-02-03 02:32:20.978806
23436,2469,click,link_details,2026-01-03 03:10:53.335573
23437,350541,hover,nav_menu,2026-02-09 00:02:54.430079
23438,299463,scroll,form_login,2025-04-12 04:33:04.312630
23439,352630,hover,link_details,2025-04-06 13:34:09.920463
23440,296275,click,btn_add_to_cart,2025-03-01 20:47:07.121673
23441,375624,submit,img_hero,2025-11-22 14:26:43.309434
23442,366738,submit,btn_add_to_cart,2025-04-29 17:19:03.843461
23443,80374,scroll,nav_menu,2025-10-26 23:58:14.010707
23444,403437,scroll,input_search,2025-10-15 17:20:14.809932
23445,264676,hover,form_login,2026-02-21 20:42:46.722174
23446,94792,scroll,nav_menu,2025-06-16 01:57:31.955402
23447,394376,scroll,link_details,2025-07-27 18:07:37.648795
23448,339569,click,btn_add_to_cart,2025-10-08 09:02:02.403898
23449,32851,submit,btn_add_to_cart,2026-01-20 18:31:29.628572
23450,198082,click,input_search,2025-09-25 00:56:51.488154
23451,341021,click,btn_add_to_cart,2025-03-28 22:14:07.722153
23452,118611,hover,nav_menu,2025-06-18 02:02:12.622885
23453,276053,click,input_search,2025-12-15 09:20:09.143181
23454,173459,click,nav_menu,2025-02-28 22:48:01.499412
23455,393117,submit,input_search,2025-07-26 12:03:08.225147
23456,421920,click,form_login,2025-08-02 14:26:13.214894
23457,56374,click,link_details,2025-04-13 12:58:39.349832
23458,192514,hover,input_search,2025-10-26 18:32:59.342342
23459,273933,click,img_hero,2026-01-12 05:36:31.129191
23460,346466,hover,btn_add_to_cart,2025-09-28 23:28:35.299165
23461,124343,click,form_login,2025-06-08 13:39:46.489966
23462,244997,submit,form_login,2025-10-27 21:44:09.842922
23463,277461,scroll,img_hero,2025-11-10 22:22:11.400686
23464,152770,hover,btn_add_to_cart,2025-05-24 18:58:23.568722
23465,20758,hover,form_login,2025-05-29 21:46:03.123625
23466,374289,scroll,link_details,2026-01-04 05:42:20.757170
23467,195854,click,form_login,2025-11-10 04:59:26.291992
23468,244660,scroll,form_login,2025-09-13 16:11:43.737844
23469,313038,scroll,form_login,2025-10-30 13:57:21.367085
23470,268607,click,nav_menu,2025-10-22 22:53:47.927629
23471,24352,click,input_search,2025-11-07 09:59:02.300603
23472,366800,hover,nav_menu,2025-12-21 21:59:50.494435
23473,421864,click,img_hero,2025-05-03 09:10:09.854935
23474,121494,click,btn_add_to_cart,2025-03-06 16:12:59.395796
23475,411827,scroll,form_login,2026-01-16 13:51:30.333013
23476,200435,hover,form_login,2025-04-17 00:36:05.832615
23477,190639,click,form_login,2025-06-06 17:58:04.664853
23478,221506,scroll,btn_add_to_cart,2025-10-31 09:57:04.352076
23479,452440,scroll,img_hero,2026-02-15 19:27:13.194502
23480,109176,submit,btn_add_to_cart,2025-12-04 01:59:04.526984
23481,97587,submit,nav_menu,2025-07-13 03:20:30.723149
23482,412371,hover,link_details,2025-04-24 06:08:19.686679
23483,346067,submit,btn_add_to_cart,2026-02-20 09:59:23.810610
23484,18682,submit,link_details,2026-02-12 05:31:44.895489
23485,133119,click,nav_menu,2025-10-13 15:07:31.711566
23486,411338,click,nav_menu,2025-08-07 10:54:18.539867
23487,425234,submit,link_details,2026-01-19 05:57:49.102485
23488,366525,click,form_login,2025-08-06 07:56:19.270992
23489,16916,hover,form_login,2025-10-09 10:21:59.205179
23490,340389,click,img_hero,2025-06-04 03:00:13.827233
23491,322206,click,img_hero,2025-10-27 02:55:04.846487
23492,31534,hover,img_hero,2025-03-11 14:37:36.585340
23493,135080,hover,img_hero,2025-07-13 01:35:37.639759
23494,265097,scroll,input_search,2025-07-16 11:28:28.882230
23495,127737,hover,img_hero,2025-10-06 08:57:40.077035
23496,375361,submit,link_details,2025-04-04 07:07:41.019646
23497,106803,hover,form_login,2025-05-06 16:52:06.411857
23498,375769,scroll,form_login,2025-10-22 11:38:21.459641
23499,175836,click,btn_add_to_cart,2025-10-17 04:36:46.382808
23500,147244,hover,img_hero,2026-02-11 01:38:56.578489
23501,350750,click,btn_add_to_cart,2025-10-15 12:59:05.051810
23502,287735,click,nav_menu,2025-12-28 04:47:51.217965
23503,492850,submit,link_details,2026-02-09 13:15:08.843146
23504,378542,scroll,input_search,2025-09-23 02:25:16.582202
23505,492604,click,img_hero,2026-02-14 13:38:15.516038
23506,112064,submit,img_hero,2026-02-07 14:09:44.918344
23507,222744,click,btn_add_to_cart,2025-05-03 20:50:48.275675
23508,245848,click,link_details,2025-07-09 05:46:09.131278
23509,262521,hover,link_details,2025-03-25 21:44:40.806912
23510,486905,click,input_search,2026-01-26 06:26:01.191585
23511,89067,click,btn_add_to_cart,2025-07-18 22:43:12.521894
23512,49792,click,nav_menu,2026-01-27 14:11:52.469422
23513,102956,submit,img_hero,2025-10-10 22:28:56.420123
23514,246075,submit,input_search,2025-09-08 19:11:59.473929
23515,137462,hover,link_details,2025-08-16 07:37:14.478406
23516,286857,hover,form_login,2025-10-08 04:56:04.064339
23517,31891,click,link_details,2025-12-08 05:29:00.665268
23518,20772,scroll,form_login,2025-09-30 17:03:06.943149
23519,470427,click,btn_add_to_cart,2025-10-24 22:18:14.182586
23520,445932,scroll,link_details,2025-10-26 00:27:28.587914
23521,139541,click,img_hero,2025-10-07 23:13:42.650198
23522,346274,click,img_hero,2025-08-08 11:57:44.969615
23523,469445,click,btn_add_to_cart,2025-12-13 09:44:17.487288
23524,441109,submit,form_login,2025-11-22 09:59:37.141680
23525,113717,submit,input_search,2025-10-19 16:24:51.804932
23526,116258,hover,img_hero,2025-04-25 17:27:32.822750
23527,164492,click,link_details,2025-04-17 08:57:16.728459
23528,391656,hover,input_search,2025-07-24 13:11:16.462192
23529,119141,hover,img_hero,2025-08-11 10:01:13.033959
23530,231293,scroll,link_details,2025-03-12 07:56:37.012859
23531,400064,hover,link_details,2025-06-03 03:06:01.745402
23532,302784,scroll,img_hero,2025-12-19 23:08:47.733068
23533,469359,click,input_search,2025-12-16 21:22:41.042148
23534,89051,click,nav_menu,2025-06-12 08:51:12.811771
23535,82171,submit,nav_menu,2025-12-15 06:37:04.527844
23536,352491,hover,input_search,2025-10-05 16:58:23.026079
23537,209645,scroll,input_search,2025-04-24 12:11:35.128612
23538,352213,scroll,link_details,2025-03-03 12:55:40.346399
23539,167603,hover,btn_add_to_cart,2025-07-10 06:35:47.065716
23540,11484,scroll,nav_menu,2025-03-29 21:15:09.234530
23541,420228,scroll,form_login,2025-08-28 21:40:28.329149
23542,255521,submit,img_hero,2025-07-21 18:46:15.261649
23543,92651,submit,form_login,2025-09-13 21:28:42.343275
23544,324532,submit,input_search,2026-02-07 23:44:10.117541
23545,263352,scroll,link_details,2025-12-19 22:04:28.974164
23546,286853,click,input_search,2025-08-11 04:59:39.773794
23547,274223,hover,nav_menu,2026-01-14 13:39:22.914834
23548,416002,submit,link_details,2025-06-15 14:03:35.689640
23549,422146,click,form_login,2026-02-10 13:11:56.909291
23550,109463,hover,img_hero,2026-02-23 06:09:53.887293
23551,397631,click,input_search,2026-01-31 08:34:35.226733
23552,393203,hover,img_hero,2025-07-30 16:52:31.101125
23553,451125,submit,link_details,2025-09-15 04:22:59.798892
23554,463853,hover,nav_menu,2025-08-25 07:17:48.122809
23555,203322,scroll,form_login,2026-02-16 08:57:37.460482
23556,81867,scroll,input_search,2025-04-15 19:36:06.842252
23557,28624,scroll,nav_menu,2025-03-12 05:13:44.564473
23558,176563,click,form_login,2025-06-19 22:58:05.238200
23559,411887,scroll,nav_menu,2025-03-13 07:41:08.686301
23560,414565,scroll,form_login,2025-05-09 21:02:07.232830
23561,260807,hover,nav_menu,2025-11-01 18:21:37.231999
23562,111837,submit,btn_add_to_cart,2025-06-26 18:28:52.957679
23563,336381,submit,input_search,2025-07-15 06:34:16.276397
23564,497081,click,img_hero,2026-01-04 23:50:46.203360
23565,230025,scroll,link_details,2025-11-09 04:02:06.918144
23566,73957,click,link_details,2025-09-28 16:02:54.450755
23567,303081,click,form_login,2025-03-11 23:13:39.503366
23568,357909,scroll,nav_menu,2025-11-14 10:12:01.409317
23569,201271,scroll,input_search,2025-08-18 10:58:57.459635
23570,226073,submit,img_hero,2025-08-18 17:40:52.821461
23571,120720,submit,input_search,2025-04-03 15:22:53.704455
23572,43349,click,btn_add_to_cart,2025-12-04 22:01:18.468805
23573,328561,submit,form_login,2025-09-28 00:46:21.379347
23574,21587,scroll,nav_menu,2025-07-15 21:37:12.991406
23575,449713,scroll,input_search,2025-08-27 13:04:05.372827
23576,201229,scroll,btn_add_to_cart,2026-02-10 23:01:19.220702
23577,401886,submit,link_details,2025-10-03 08:58:42.258599
23578,214149,submit,form_login,2025-03-14 15:13:30.263736
23579,456526,submit,btn_add_to_cart,2025-11-14 08:56:33.908988
23580,324884,scroll,input_search,2025-08-05 15:59:37.412733
23581,24902,submit,form_login,2025-05-07 14:47:16.352596
23582,390036,submit,link_details,2026-02-16 23:21:02.963673
23583,57470,submit,img_hero,2025-11-06 13:26:27.108359
23584,262115,click,nav_menu,2025-08-26 23:23:01.316070
23585,470622,scroll,btn_add_to_cart,2025-06-25 21:17:11.204684
23586,246514,hover,btn_add_to_cart,2025-12-14 05:32:54.921073
23587,308810,hover,link_details,2025-10-24 20:06:06.107449
23588,366351,click,form_login,2025-04-05 23:56:42.351011
23589,205942,scroll,img_hero,2025-12-08 19:36:27.711739
23590,94110,scroll,form_login,2025-11-18 02:22:16.483195
23591,190098,hover,img_hero,2026-01-24 17:33:09.444754
23592,211827,hover,link_details,2025-08-17 03:26:48.649674
23593,424926,hover,link_details,2025-08-21 02:07:38.269002
23594,417766,click,nav_menu,2025-08-28 16:06:10.977978
23595,302432,submit,form_login,2025-11-07 01:41:56.667379
23596,116588,click,nav_menu,2025-04-17 18:26:02.376554
23597,250379,click,img_hero,2025-08-18 14:22:24.350408
23598,227990,hover,nav_menu,2025-04-30 19:04:14.147056
23599,253031,scroll,nav_menu,2025-08-25 22:43:20.940751
23600,354134,submit,form_login,2025-11-16 02:58:47.619100
23601,20220,click,input_search,2025-06-03 03:45:54.697010
23602,409382,hover,input_search,2025-08-13 11:59:14.377173
23603,348482,submit,btn_add_to_cart,2025-03-27 16:44:51.410070
23604,81877,submit,link_details,2026-01-22 19:32:43.072012
23605,15830,submit,nav_menu,2025-07-09 13:32:57.666436
23606,23294,submit,btn_add_to_cart,2026-02-07 08:52:53.646528
23607,390260,click,input_search,2026-02-03 17:10:05.981424
23608,73204,submit,img_hero,2026-02-24 13:00:19.573024
23609,424777,click,btn_add_to_cart,2025-06-22 12:14:24.904390
23610,128209,submit,link_details,2026-02-10 12:28:07.456199
23611,201066,click,btn_add_to_cart,2025-06-23 10:27:34.836269
23612,473944,click,input_search,2025-09-07 17:28:07.468433
23613,449816,hover,img_hero,2025-03-16 11:24:30.327799
23614,402376,click,link_details,2025-07-16 21:36:09.991966
23615,443884,hover,nav_menu,2026-02-17 02:44:24.614036
23616,194353,click,form_login,2025-08-15 21:18:26.056427
23617,486582,scroll,nav_menu,2025-08-02 21:49:16.559128
23618,252224,scroll,form_login,2025-11-27 12:05:01.246160
23619,487572,click,input_search,2025-03-28 06:51:12.168574
23620,43072,click,input_search,2025-05-25 21:47:38.203496
23621,330453,hover,nav_menu,2025-10-30 06:09:46.076375
23622,264412,hover,nav_menu,2026-02-21 14:14:50.740239
23623,219854,click,form_login,2025-11-08 02:21:29.386725
23624,3269,submit,btn_add_to_cart,2025-09-09 05:41:09.774924
23625,103461,click,form_login,2026-01-02 09:11:34.009401
23626,215032,scroll,form_login,2025-06-03 07:54:48.366610
23627,499355,hover,nav_menu,2026-02-02 09:48:29.312764
23628,352618,click,nav_menu,2025-10-14 01:12:04.885655
23629,469133,click,input_search,2025-10-07 05:10:16.390654
23630,194414,scroll,img_hero,2025-09-16 00:05:41.218682
23631,490726,scroll,link_details,2025-05-02 14:39:21.619555
23632,304775,scroll,img_hero,2025-09-27 17:44:22.546600
23633,270717,hover,nav_menu,2025-09-29 13:51:00.942753
23634,318828,hover,nav_menu,2025-04-04 18:33:27.514120
23635,466954,click,form_login,2025-05-22 07:12:00.536481
23636,238773,submit,btn_add_to_cart,2025-11-06 05:24:52.538544
23637,131334,hover,form_login,2025-11-10 11:06:04.011130
23638,47982,scroll,form_login,2026-01-17 15:55:45.880076
23639,95533,submit,input_search,2025-06-26 16:10:49.425242
23640,451255,scroll,img_hero,2025-11-26 03:19:15.458904
23641,320605,scroll,btn_add_to_cart,2025-10-13 05:22:33.125170
23642,41328,click,img_hero,2025-08-31 18:18:10.550929
23643,185829,click,nav_menu,2025-11-05 09:55:21.025634
23644,285163,scroll,link_details,2025-03-31 06:59:19.908392
23645,282941,hover,btn_add_to_cart,2026-01-27 15:11:36.324347
23646,23803,scroll,form_login,2025-12-08 06:50:15.212353
23647,377979,hover,input_search,2026-01-21 23:39:58.790359
23648,78049,scroll,input_search,2025-05-14 15:19:23.884553
23649,58162,submit,img_hero,2025-05-21 07:45:55.308824
23650,95171,click,input_search,2025-11-25 07:15:52.065652
23651,284657,scroll,link_details,2025-10-16 03:41:21.231444
23652,7122,click,link_details,2025-04-18 09:50:49.572194
23653,171818,click,nav_menu,2025-09-13 18:24:07.468654
23654,229484,scroll,form_login,2025-11-20 10:44:57.710385
23655,141904,scroll,link_details,2025-08-10 14:42:28.777552
23656,416701,scroll,img_hero,2025-11-02 13:53:38.311770
23657,54577,submit,link_details,2025-07-16 04:09:46.029558
23658,496845,scroll,link_details,2025-11-04 19:39:29.213927
23659,420055,click,link_details,2025-12-18 11:05:37.263160
23660,317349,click,form_login,2025-08-12 10:30:44.142598
23661,47726,click,btn_add_to_cart,2025-04-11 11:25:41.553324
23662,278242,scroll,nav_menu,2025-11-17 05:00:08.966337
23663,102132,click,input_search,2026-01-14 23:43:18.634547
23664,192661,click,btn_add_to_cart,2025-08-29 12:10:54.223891
23665,439661,scroll,img_hero,2025-09-27 04:33:58.150543
23666,119648,hover,input_search,2026-02-13 22:47:40.831557
23667,296920,hover,img_hero,2025-03-19 22:18:43.425593
23668,13434,submit,img_hero,2026-02-14 15:43:55.177320
23669,226529,submit,nav_menu,2025-11-02 16:50:36.100988
23670,459227,click,input_search,2025-08-29 00:10:23.829265
23671,307559,submit,input_search,2025-03-07 21:43:04.895737
23672,347062,hover,form_login,2025-06-28 16:15:54.223212
23673,60190,hover,btn_add_to_cart,2025-09-29 19:19:41.574732
23674,364512,scroll,link_details,2026-01-11 00:30:34.206096
23675,397972,hover,input_search,2025-12-13 04:51:44.156806
23676,144774,hover,form_login,2025-12-13 09:11:12.318086
23677,400532,click,link_details,2025-03-23 17:05:49.810991
23678,147506,submit,input_search,2025-12-21 12:04:02.118951
23679,60734,hover,img_hero,2026-01-18 23:02:06.119319
23680,200312,hover,link_details,2025-03-18 13:19:35.348422
23681,111481,submit,nav_menu,2025-07-31 20:52:52.191016
23682,399355,submit,link_details,2025-06-01 11:50:29.460329
23683,358151,hover,form_login,2025-04-14 15:54:28.611083
23684,246507,click,input_search,2025-08-31 02:12:03.834291
23685,493328,hover,img_hero,2025-11-05 02:05:28.102631
23686,258521,click,btn_add_to_cart,2026-02-15 21:27:25.228184
23687,189664,click,form_login,2025-03-18 17:14:10.813334
23688,292079,scroll,form_login,2025-05-03 07:05:08.376517
23689,444716,submit,btn_add_to_cart,2025-12-27 22:18:24.678845
23690,383322,hover,btn_add_to_cart,2026-01-13 11:28:55.830044
23691,15001,scroll,input_search,2025-10-11 02:51:34.803412
23692,412367,scroll,form_login,2025-10-22 07:39:49.575860
23693,227060,scroll,btn_add_to_cart,2025-06-17 10:24:48.684391
23694,457612,hover,nav_menu,2025-09-20 10:54:31.093773
23695,182853,scroll,form_login,2025-11-24 21:09:55.160348
23696,357593,scroll,form_login,2025-06-09 19:34:54.201314
23697,429860,submit,form_login,2025-03-11 20:33:53.855946
23698,352993,scroll,form_login,2025-03-24 01:51:32.829329
23699,297831,hover,form_login,2025-11-11 03:53:05.401341
23700,353059,submit,link_details,2025-02-27 22:18:57.880473
23701,76848,submit,input_search,2025-07-07 12:52:01.267073
23702,428132,hover,nav_menu,2025-03-11 21:08:11.578923
23703,368576,submit,form_login,2025-09-24 10:13:11.927444
23704,467915,hover,btn_add_to_cart,2025-07-27 19:14:30.774250
23705,312133,hover,input_search,2026-02-03 11:23:58.319335
23706,487180,scroll,nav_menu,2026-01-22 06:20:43.725154
23707,292241,click,input_search,2025-06-26 05:00:40.498592
23708,377319,scroll,form_login,2025-12-01 10:37:30.492841
23709,228064,submit,input_search,2026-02-04 16:18:20.516577
23710,146723,submit,nav_menu,2025-09-29 23:37:48.185829
23711,376936,click,form_login,2025-10-24 17:12:01.524668
23712,364949,hover,form_login,2025-05-01 16:38:32.751376
23713,471187,click,nav_menu,2025-05-23 01:31:24.746782
23714,156231,click,img_hero,2025-03-14 22:11:42.690283
23715,74011,scroll,link_details,2025-09-07 21:14:08.471105
23716,309183,hover,btn_add_to_cart,2025-11-11 16:29:45.421910
23717,130445,click,input_search,2025-05-29 01:19:58.726664
23718,355302,scroll,link_details,2025-04-30 07:14:31.273554
23719,114601,hover,btn_add_to_cart,2025-11-06 17:15:17.905517
23720,82169,submit,form_login,2026-01-21 12:09:15.143445
23721,233281,submit,form_login,2025-05-18 02:01:49.102894
23722,358300,hover,form_login,2025-03-29 18:05:38.879878
23723,381063,submit,form_login,2025-11-22 02:07:48.873969
23724,368241,hover,form_login,2025-04-14 07:32:34.537184
23725,96679,scroll,nav_menu,2025-06-26 02:05:35.315509
23726,74295,hover,btn_add_to_cart,2026-02-23 09:31:31.774033
23727,219264,click,form_login,2025-05-19 06:22:52.545049
23728,428848,click,input_search,2025-05-21 11:05:28.220245
23729,100341,submit,input_search,2025-08-19 15:05:45.623243
23730,205600,submit,form_login,2025-09-29 22:49:24.442064
23731,149757,click,btn_add_to_cart,2025-08-12 21:48:56.687479
23732,328237,scroll,form_login,2025-09-09 00:07:33.113753
23733,104586,scroll,nav_menu,2025-05-17 02:56:50.030845
23734,454580,hover,img_hero,2025-03-09 07:22:35.099165
23735,320483,hover,link_details,2025-04-22 14:17:00.597782
23736,497873,click,input_search,2025-10-01 12:49:58.917933
23737,456255,submit,img_hero,2025-10-09 00:09:32.030475
23738,399496,click,nav_menu,2025-10-28 01:03:13.064426
23739,385047,scroll,link_details,2025-08-12 04:17:36.989517
23740,52283,submit,img_hero,2025-12-12 05:37:42.164715
23741,288092,submit,btn_add_to_cart,2026-02-15 19:56:34.436100
23742,291534,hover,link_details,2025-06-08 04:54:03.327961
23743,416153,scroll,input_search,2025-11-20 00:26:54.267802
23744,367856,hover,link_details,2026-01-19 12:44:08.908237
23745,219265,submit,btn_add_to_cart,2026-01-13 07:52:33.097802
23746,14780,click,nav_menu,2025-09-30 11:51:17.131960
23747,414478,click,form_login,2025-03-24 02:11:54.110281
23748,172423,hover,link_details,2025-06-15 01:06:51.727884
23749,353013,hover,nav_menu,2025-10-10 14:54:27.897511
23750,300253,scroll,input_search,2025-10-20 02:07:43.819842
23751,419580,hover,img_hero,2026-01-21 12:21:42.184536
23752,276145,click,btn_add_to_cart,2025-11-22 06:37:41.478362
23753,308949,hover,btn_add_to_cart,2025-07-03 14:16:11.831159
23754,128913,submit,link_details,2025-11-18 23:03:15.545112
23755,362716,scroll,input_search,2025-12-13 08:11:09.998257
23756,89269,scroll,img_hero,2025-06-15 23:37:49.655957
23757,282834,click,link_details,2025-03-28 10:19:23.499640
23758,448182,click,link_details,2025-05-16 21:11:12.765521
23759,258852,submit,img_hero,2025-09-06 00:42:17.658027
23760,292900,scroll,link_details,2025-11-21 06:25:15.142715
23761,470328,submit,btn_add_to_cart,2025-10-23 03:10:59.585660
23762,70213,scroll,input_search,2025-12-01 21:32:53.129303
23763,235468,hover,nav_menu,2025-04-03 11:24:03.543317
23764,246216,scroll,img_hero,2025-07-04 06:02:57.529542
23765,220460,submit,nav_menu,2025-04-16 16:07:02.970555
23766,131909,hover,input_search,2025-11-25 09:29:27.326066
23767,16661,scroll,btn_add_to_cart,2025-06-03 23:29:32.254936
