shipment_id,order_id,courier_name,shipped_date,delivered_date,status
7374,10515,Delhivery,2024-03-18,2024-03-23,Delivered
7375,10516,Delhivery,2025-02-22,2025-02-24,Delivered
7376,10517,FedEx,2024-03-11,2024-03-14,Delivered
7377,10518,Delhivery,2024-04-06,,Shipped
7378,10519,BlueDart,2024-10-26,2024-10-30,Delivered
7379,10520,FedEx,2025-07-11,2025-07-14,Delivered
7380,10521,EcomExpress,2025-09-25,2025-09-30,Delivered
7381,10522,BlueDart,2025-09-07,2025-09-13,Delivered
7382,10523,BlueDart,2024-09-24,2024-09-29,Delivered
7383,10526,FedEx,2024-03-28,2024-03-31,Delivered
7384,10527,Delhivery,2025-03-12,2025-03-14,Delivered
7385,10528,BlueDart,2024-12-05,2024-12-07,Delivered
7386,10529,EcomExpress,2024-03-20,2024-03-22,Delivered
7387,10531,BlueDart,2024-01-11,2024-01-16,Delivered
7388,10532,EcomExpress,2025-02-03,2025-02-08,Delivered
7389,10534,BlueDart,2025-07-06,2025-07-10,Delivered
7390,10535,FedEx,2025-02-22,2025-02-26,Delivered
7391,10536,BlueDart,2024-05-10,,Shipped
7392,10538,BlueDart,2025-05-09,,Shipped
7393,10539,Delhivery,2025-12-26,,Shipped
7394,10540,FedEx,2025-06-09,2025-06-11,Delivered
7395,10542,EcomExpress,2024-10-22,2024-10-28,Delivered
7396,10543,EcomExpress,2024-02-17,2024-02-20,Delivered
7397,10544,BlueDart,2025-11-17,2025-11-19,Delivered
7398,10545,BlueDart,2024-11-02,2024-11-04,Delivered
7399,10548,Delhivery,2024-06-17,,Shipped
7400,10549,Delhivery,2025-02-12,,Shipped
7401,10550,BlueDart,2024-12-09,2024-12-11,Delivered
7402,10552,FedEx,2024-06-02,2024-06-05,Delivered
7403,10555,BlueDart,2025-10-11,2025-10-16,Delivered
7404,10556,FedEx,2024-09-17,2024-09-20,Returned
7405,10557,EcomExpress,2025-05-29,2025-06-03,Delivered
7406,10558,FedEx,2024-01-09,2024-01-15,Delivered
7407,10559,BlueDart,2025-04-24,2025-04-30,Delivered
7408,10560,Delhivery,2024-11-19,2024-11-24,Delivered
7409,10561,BlueDart,2025-04-17,2025-04-19,Delivered
7410,10562,FedEx,2024-09-11,2024-09-13,Delivered
7411,10563,BlueDart,2026-01-05,,Shipped
7412,10564,Delhivery,2025-11-12,2025-11-15,Delivered
7413,10565,FedEx,2024-08-17,2024-08-21,Delivered
7414,10566,EcomExpress,2024-06-01,2024-06-07,Returned
7415,10567,FedEx,2026-01-17,2026-01-21,Delivered
7416,10568,EcomExpress,2025-04-16,2025-04-21,Delivered
7417,10569,FedEx,2024-01-08,2024-01-12,Delivered
7418,10570,FedEx,2024-04-14,2024-04-20,Delivered
7419,10571,Delhivery,2024-12-02,2024-12-04,Delivered
7420,10572,Delhivery,2025-01-26,2025-02-01,Delivered
7421,10573,EcomExpress,2025-08-27,2025-08-31,Delivered
7422,10575,FedEx,2024-03-02,2024-03-05,Delivered
7423,10576,FedEx,2024-10-10,2024-10-13,Delivered
7424,10577,BlueDart,2025-10-05,2025-10-08,Delivered
7425,10580,BlueDart,2025-01-23,2025-01-27,Delivered
7426,10582,FedEx,2026-02-12,2026-02-16,Delivered
7427,10583,FedEx,2025-01-10,2025-01-15,Delivered
7428,10585,Delhivery,2025-06-13,2025-06-15,Delivered
7429,10586,Delhivery,2024-03-12,2024-03-14,Delivered
7430,10587,Delhivery,2024-04-03,2024-04-09,Delivered
7431,10588,EcomExpress,2025-11-09,2025-11-12,Delivered
7432,10589,BlueDart,2024-09-01,2024-09-06,Delivered
7433,10590,EcomExpress,2024-02-24,,Shipped
7434,10593,BlueDart,2024-01-11,2024-01-15,Delivered
7435,10594,EcomExpress,2024-01-17,2024-01-23,Delivered
7436,10596,FedEx,2025-06-09,2025-06-11,Delivered
7437,10597,Delhivery,2026-02-15,2026-02-20,Delivered
7438,10598,FedEx,2026-01-11,2026-01-16,Returned
7439,10599,BlueDart,2025-04-06,2025-04-10,Delivered
7440,10601,EcomExpress,2026-02-15,2026-02-21,Delivered
7441,10602,EcomExpress,2025-12-31,2026-01-02,Delivered
7442,10603,FedEx,2025-01-22,2025-01-26,Delivered
7443,10604,EcomExpress,2024-03-23,2024-03-28,Delivered
7444,10605,BlueDart,2024-07-07,2024-07-09,Delivered
7445,10606,EcomExpress,2024-10-18,2024-10-22,Delivered
7446,10607,Delhivery,2025-03-23,2025-03-29,Delivered
7447,10608,FedEx,2025-10-04,2025-10-09,Delivered
7448,10609,Delhivery,2024-07-25,2024-07-30,Delivered
7449,10610,FedEx,2025-10-21,2025-10-25,Delivered
7450,10611,BlueDart,2025-08-17,2025-08-23,Delivered
7451,10612,BlueDart,2025-12-30,2026-01-05,Delivered
7452,10613,EcomExpress,2024-01-18,2024-01-20,Delivered
7453,10617,EcomExpress,2025-09-24,2025-09-29,Delivered
7454,10620,BlueDart,2026-01-11,2026-01-13,Delivered
7455,10622,Delhivery,2024-11-30,2024-12-02,Delivered
7456,10624,Delhivery,2025-01-23,2025-01-25,Delivered
7457,10625,BlueDart,2024-06-05,2024-06-10,Delivered
7458,10626,BlueDart,2024-10-26,2024-11-01,Delivered
7459,10627,Delhivery,2024-01-28,2024-02-01,Delivered
7460,10629,EcomExpress,2025-01-02,2025-01-08,Delivered
7461,10630,FedEx,2025-01-01,,Shipped
7462,10632,EcomExpress,2026-01-13,,Shipped
7463,10633,BlueDart,2025-10-06,2025-10-12,Delivered
7464,10635,FedEx,2025-06-11,2025-06-13,Delivered
7465,10636,FedEx,2024-09-26,,Shipped
7466,10637,EcomExpress,2025-09-30,2025-10-02,Delivered
7467,10640,Delhivery,2024-07-16,2024-07-22,Returned
7468,10641,Delhivery,2025-04-12,2025-04-14,Delivered
7469,10643,EcomExpress,2024-10-28,2024-10-31,Delivered
7470,10646,EcomExpress,2025-10-12,2025-10-15,Delivered
7471,10648,EcomExpress,2024-10-26,2024-10-31,Delivered
7472,10649,BlueDart,2025-01-10,2025-01-15,Delivered
7473,10650,Delhivery,2024-02-03,2024-02-06,Delivered
7474,10651,FedEx,2024-03-19,2024-03-21,Delivered
7475,10652,BlueDart,2025-05-18,2025-05-21,Delivered
7476,10653,Delhivery,2025-07-02,2025-07-07,Returned
7477,10654,FedEx,2024-10-04,2024-10-06,Delivered
7478,10655,FedEx,2024-12-11,2024-12-13,Returned
7479,10656,Delhivery,2025-07-16,2025-07-22,Delivered
7480,10657,Delhivery,2024-01-31,,Shipped
7481,10658,EcomExpress,2025-05-06,2025-05-11,Delivered
7482,10660,FedEx,2024-03-31,2024-04-02,Delivered
7483,10661,EcomExpress,2025-12-12,,Shipped
7484,10663,FedEx,2024-05-18,2024-05-23,Delivered
7485,10664,Delhivery,2025-03-11,,Shipped
7486,10665,BlueDart,2026-02-17,2026-02-20,Returned
7487,10668,EcomExpress,2024-09-06,,Shipped
7488,10672,FedEx,2024-02-06,2024-02-12,Delivered
7489,10674,FedEx,2025-10-15,,Shipped
7490,10676,FedEx,2025-10-01,2025-10-06,Delivered
7491,10677,FedEx,2025-05-28,2025-05-30,Delivered
7492,10678,BlueDart,2025-06-02,2025-06-05,Delivered
7493,10679,Delhivery,2024-08-31,,Shipped
7494,10680,Delhivery,2024-08-15,,Shipped
7495,10683,EcomExpress,2025-03-21,2025-03-23,Delivered
7496,10684,BlueDart,2025-10-25,2025-10-29,Delivered
7497,10685,FedEx,2025-03-06,2025-03-09,Delivered
7498,10688,BlueDart,2024-08-18,2024-08-20,Delivered
7499,10691,EcomExpress,2025-06-12,,Shipped
7500,10692,BlueDart,2025-10-02,2025-10-08,Delivered
7501,10693,BlueDart,2026-02-13,2026-02-18,Delivered
7502,10695,Delhivery,2024-04-13,2024-04-16,Delivered
7503,10698,FedEx,2025-11-13,2025-11-19,Delivered
7504,10699,BlueDart,2024-06-13,2024-06-15,Delivered
7505,10701,BlueDart,2024-12-26,2024-12-30,Delivered
7506,10702,FedEx,2025-02-14,2025-02-18,Delivered
7507,10703,FedEx,2024-08-13,2024-08-18,Delivered
7508,10704,BlueDart,2025-12-13,2025-12-15,Delivered
7509,10705,EcomExpress,2024-03-02,2024-03-04,Delivered
7510,10706,EcomExpress,2025-06-20,,Shipped
7511,10707,Delhivery,2024-08-31,2024-09-03,Delivered
7512,10709,EcomExpress,2024-07-25,2024-07-29,Delivered
7513,10710,Delhivery,2024-08-10,,Shipped
7514,10711,FedEx,2025-11-16,2025-11-19,Delivered
7515,10714,FedEx,2025-05-15,,Shipped
7516,10716,Delhivery,2026-01-14,2026-01-20,Delivered
7517,10720,BlueDart,2025-12-11,2025-12-15,Delivered
7518,10721,Delhivery,2025-02-14,2025-02-16,Delivered
7519,10722,EcomExpress,2024-07-12,2024-07-15,Delivered
7520,10723,Delhivery,2024-10-05,2024-10-10,Delivered
7521,10724,EcomExpress,2026-02-05,2026-02-07,Delivered
7522,10725,BlueDart,2025-12-01,2025-12-04,Delivered
7523,10726,FedEx,2025-07-06,2025-07-09,Delivered
7524,10727,FedEx,2025-05-21,2025-05-23,Returned
7525,10728,BlueDart,2024-10-05,2024-10-10,Delivered
7526,10729,FedEx,2024-06-19,,Shipped
7527,10730,FedEx,2025-10-13,2025-10-18,Delivered
7528,10731,BlueDart,2025-12-28,2026-01-02,Delivered
7529,10733,EcomExpress,2024-03-16,2024-03-20,Delivered
7530,10736,BlueDart,2025-02-17,2025-02-20,Delivered
7531,10739,FedEx,2024-03-18,2024-03-21,Delivered
7532,10740,EcomExpress,2025-12-27,2026-01-02,Delivered
7533,10741,Delhivery,2024-10-17,2024-10-19,Delivered
7534,10742,BlueDart,2024-04-07,2024-04-13,Delivered
7535,10743,Delhivery,2025-08-13,2025-08-15,Delivered
7536,10744,Delhivery,2024-10-04,2024-10-06,Delivered
7537,10745,EcomExpress,2025-08-04,2025-08-10,Delivered
7538,10746,FedEx,2024-03-13,2024-03-16,Delivered
7539,10749,Delhivery,2025-05-30,2025-06-05,Delivered
7540,10750,EcomExpress,2025-04-03,2025-04-09,Delivered
7541,10751,Delhivery,2026-01-30,2026-02-02,Delivered
7542,10752,BlueDart,2025-12-24,2025-12-27,Delivered
7543,10753,Delhivery,2024-10-16,2024-10-19,Delivered
7544,10757,FedEx,2024-12-14,2024-12-19,Delivered
7545,10758,EcomExpress,2024-07-31,2024-08-05,Delivered
7546,10759,EcomExpress,2025-06-01,2025-06-07,Delivered
7547,10760,BlueDart,2024-11-22,2024-11-27,Delivered
7548,10761,EcomExpress,2025-06-13,2025-06-17,Delivered
7549,10762,EcomExpress,2024-04-10,2024-04-16,Delivered
7550,10763,FedEx,2025-05-02,2025-05-05,Delivered
7551,10764,FedEx,2024-07-02,,Shipped
7552,10765,BlueDart,2024-02-02,2024-02-08,Delivered
7553,10766,Delhivery,2026-02-14,2026-02-17,Delivered
7554,10767,BlueDart,2024-08-21,2024-08-23,Delivered
7555,10768,FedEx,2025-01-30,2025-02-05,Delivered
7556,10769,BlueDart,2024-01-30,,Shipped
7557,10770,BlueDart,2025-04-09,,Shipped
7558,10771,EcomExpress,2025-01-25,2025-01-29,Delivered
7559,10772,Delhivery,2025-07-24,2025-07-29,Delivered
7560,10773,FedEx,2024-12-05,,Shipped
7561,10774,EcomExpress,2025-07-11,2025-07-16,Delivered
7562,10777,BlueDart,2024-01-26,,Shipped
7563,10779,BlueDart,2025-02-09,2025-02-11,Delivered
7564,10781,FedEx,2024-04-07,2024-04-11,Delivered
7565,10782,EcomExpress,2024-03-05,2024-03-07,Delivered
7566,10783,EcomExpress,2025-11-07,2025-11-12,Delivered
7567,10786,EcomExpress,2024-11-25,,Shipped
7568,10787,EcomExpress,2024-12-05,2024-12-07,Delivered
7569,10788,EcomExpress,2025-11-08,2025-11-13,Delivered
7570,10789,BlueDart,2024-10-20,2024-10-26,Delivered
7571,10790,FedEx,2024-03-04,2024-03-06,Delivered
7572,10791,FedEx,2025-10-31,,Shipped
7573,10792,EcomExpress,2025-01-14,2025-01-19,Delivered
7574,10793,Delhivery,2024-06-08,2024-06-14,Delivered
7575,10794,FedEx,2025-10-12,2025-10-17,Returned
7576,10795,EcomExpress,2024-01-14,2024-01-20,Delivered
7577,10796,EcomExpress,2025-12-28,,Shipped
7578,10799,Delhivery,2025-05-20,2025-05-25,Delivered
7579,10800,EcomExpress,2024-10-08,2024-10-14,Delivered
7580,10801,BlueDart,2025-11-26,2025-11-29,Delivered
7581,10802,FedEx,2025-06-22,,Shipped
7582,10805,BlueDart,2025-12-18,,Shipped
7583,10806,BlueDart,2025-07-13,,Shipped
7584,10807,Delhivery,2024-03-05,,Shipped
7585,10808,EcomExpress,2024-09-05,2024-09-11,Delivered
7586,10810,EcomExpress,2024-07-10,2024-07-14,Delivered
7587,10811,FedEx,2024-09-24,2024-09-27,Returned
7588,10813,EcomExpress,2025-05-10,2025-05-12,Delivered
7589,10814,BlueDart,2025-12-02,2025-12-04,Delivered
7590,10815,Delhivery,2024-04-01,2024-04-04,Delivered
7591,10816,FedEx,2024-05-10,2024-05-15,Delivered
7592,10817,Delhivery,2024-10-31,2024-11-02,Delivered
7593,10818,EcomExpress,2024-07-06,2024-07-08,Delivered
7594,10819,BlueDart,2025-09-06,2025-09-12,Returned
7595,10820,Delhivery,2024-12-10,2024-12-12,Returned
7596,10821,Delhivery,2024-07-15,2024-07-18,Delivered
7597,10826,Delhivery,2025-07-17,2025-07-21,Delivered
7598,10827,Delhivery,2024-09-04,2024-09-09,Delivered
7599,10828,EcomExpress,2025-07-01,,Shipped
7600,10830,FedEx,2025-01-13,2025-01-18,Delivered
7601,10831,Delhivery,2025-05-04,2025-05-09,Delivered
7602,10832,Delhivery,2025-03-08,2025-03-11,Returned
7603,10835,EcomExpress,2025-08-20,2025-08-26,Delivered
7604,10836,EcomExpress,2026-02-26,2026-03-01,Delivered
7605,10837,Delhivery,2026-02-08,2026-02-11,Delivered
7606,10838,EcomExpress,2025-08-19,2025-08-24,Delivered
7607,10840,BlueDart,2024-04-08,2024-04-13,Delivered
7608,10841,Delhivery,2025-02-01,2025-02-07,Delivered
7609,10842,FedEx,2025-07-31,2025-08-05,Delivered
7610,10843,Delhivery,2025-05-21,2025-05-23,Delivered
7611,10845,Delhivery,2024-08-06,,Shipped
7612,10846,EcomExpress,2024-09-25,2024-09-29,Delivered
7613,10847,Delhivery,2024-10-02,2024-10-06,Delivered
7614,10848,Delhivery,2025-09-30,,Shipped
7615,10849,EcomExpress,2025-03-20,2025-03-24,Delivered
7616,10853,Delhivery,2024-03-30,2024-04-03,Delivered
7617,10854,EcomExpress,2024-01-23,2024-01-29,Delivered
7618,10855,Delhivery,2025-01-31,2025-02-04,Delivered
7619,10856,EcomExpress,2024-08-10,2024-08-12,Delivered
7620,10858,Delhivery,2025-08-17,2025-08-20,Delivered
7621,10859,EcomExpress,2025-12-13,2025-12-17,Delivered
7622,10864,Delhivery,2026-02-03,2026-02-05,Delivered
7623,10865,FedEx,2024-03-02,2024-03-07,Delivered
7624,10866,FedEx,2024-01-30,2024-02-04,Delivered
7625,10867,BlueDart,2025-07-18,2025-07-23,Delivered
7626,10868,EcomExpress,2024-01-14,2024-01-20,Delivered
7627,10869,BlueDart,2024-11-24,2024-11-26,Returned
7628,10870,FedEx,2025-04-13,2025-04-18,Delivered
7629,10871,EcomExpress,2025-01-04,2025-01-08,Delivered
7630,10872,Delhivery,2025-11-21,2025-11-23,Delivered
7631,10876,BlueDart,2026-01-05,2026-01-08,Delivered
7632,10877,EcomExpress,2024-12-21,2024-12-27,Delivered
7633,10878,EcomExpress,2024-03-18,2024-03-20,Returned
7634,10879,EcomExpress,2024-01-18,2024-01-20,Delivered
7635,10880,FedEx,2025-11-08,2025-11-13,Delivered
7636,10881,Delhivery,2024-06-05,2024-06-07,Delivered
7637,10883,BlueDart,2025-08-08,,Shipped
7638,10884,FedEx,2024-08-18,,Shipped
7639,10885,Delhivery,2024-02-02,2024-02-08,Delivered
7640,10888,BlueDart,2024-12-31,,Shipped
7641,10889,Delhivery,2025-11-24,2025-11-27,Delivered
7642,10892,BlueDart,2025-09-23,,Shipped
7643,10893,BlueDart,2024-08-06,2024-08-12,Delivered
7644,10894,BlueDart,2024-11-23,,Shipped
7645,10895,EcomExpress,2025-03-10,2025-03-13,Delivered
7646,10898,Delhivery,2026-01-12,2026-01-16,Delivered
7647,10899,EcomExpress,2024-05-18,2024-05-23,Delivered
7648,10900,FedEx,2025-03-09,2025-03-14,Delivered
7649,10902,EcomExpress,2025-09-13,,Shipped
7650,10903,FedEx,2024-03-19,2024-03-23,Delivered
7651,10904,EcomExpress,2024-04-05,2024-04-07,Delivered
7652,10905,EcomExpress,2024-05-15,2024-05-20,Delivered
7653,10906,FedEx,2025-05-21,2025-05-27,Delivered
7654,10907,EcomExpress,2024-09-27,2024-10-02,Delivered
7655,10908,Delhivery,2024-11-10,2024-11-13,Delivered
7656,10909,BlueDart,2025-07-31,2025-08-05,Delivered
7657,10910,BlueDart,2024-11-11,2024-11-14,Delivered
7658,10911,BlueDart,2024-12-30,2025-01-02,Delivered
7659,10912,BlueDart,2025-11-26,2025-12-02,Delivered
7660,10913,EcomExpress,2024-02-04,,Shipped
7661,10914,Delhivery,2025-10-01,2025-10-06,Delivered
7662,10917,FedEx,2025-03-05,2025-03-10,Delivered
7663,10920,FedEx,2024-05-16,2024-05-20,Delivered
7664,10921,BlueDart,2024-04-01,2024-04-07,Delivered
7665,10923,BlueDart,2026-02-04,2026-02-07,Delivered
7666,10925,Delhivery,2024-12-29,2025-01-01,Delivered
7667,10927,EcomExpress,2025-03-30,2025-04-05,Delivered
7668,10928,Delhivery,2025-04-21,2025-04-26,Delivered
7669,10929,BlueDart,2024-06-11,2024-06-16,Delivered
7670,10931,Delhivery,2024-05-17,2024-05-22,Returned
7671,10932,FedEx,2024-12-17,2024-12-21,Delivered
7672,10933,FedEx,2025-08-24,2025-08-28,Delivered
7673,10935,EcomExpress,2025-04-13,2025-04-16,Delivered
7674,10936,EcomExpress,2024-06-30,2024-07-03,Delivered
7675,10938,EcomExpress,2025-06-12,2025-06-16,Delivered
7676,10939,EcomExpress,2024-05-31,2024-06-04,Delivered
7677,10940,FedEx,2025-05-16,2025-05-20,Delivered
7678,10941,EcomExpress,2025-11-11,2025-11-17,Delivered
7679,10943,FedEx,2024-05-31,2024-06-06,Delivered
7680,10944,BlueDart,2024-12-30,2025-01-01,Delivered
7681,10946,BlueDart,2025-10-11,2025-10-14,Returned
7682,10947,Delhivery,2025-08-12,,Shipped
7683,10948,BlueDart,2024-04-24,2024-04-28,Delivered
7684,10950,EcomExpress,2024-04-17,2024-04-23,Delivered
7685,10951,Delhivery,2024-10-08,2024-10-11,Delivered
7686,10953,FedEx,2025-03-16,2025-03-18,Returned
7687,10954,FedEx,2025-07-04,2025-07-08,Delivered
7688,10955,Delhivery,2025-06-29,2025-07-02,Delivered
7689,10956,FedEx,2024-06-20,2024-06-22,Returned
7690,10958,BlueDart,2024-11-03,2024-11-05,Delivered
7691,10959,BlueDart,2025-06-19,2025-06-21,Delivered
7692,10961,BlueDart,2024-01-12,2024-01-15,Delivered
7693,10963,EcomExpress,2024-12-13,2024-12-17,Delivered
7694,10964,EcomExpress,2025-11-12,2025-11-18,Delivered
7695,10966,BlueDart,2024-01-15,,Shipped
7696,10967,EcomExpress,2024-11-02,2024-11-07,Delivered
7697,10968,EcomExpress,2025-05-11,,Shipped
7698,10969,Delhivery,2025-07-24,2025-07-28,Delivered
7699,10970,BlueDart,2024-11-14,2024-11-19,Returned
7700,10971,FedEx,2025-08-14,2025-08-18,Delivered
7701,10974,FedEx,2024-04-11,2024-04-15,Delivered
7702,10976,FedEx,2025-09-09,2025-09-15,Delivered
7703,10977,Delhivery,2024-07-13,2024-07-15,Delivered
7704,10978,EcomExpress,2025-05-06,2025-05-09,Delivered
7705,10979,FedEx,2024-08-03,2024-08-06,Delivered
7706,10980,EcomExpress,2025-04-27,,Shipped
7707,10982,Delhivery,2024-12-21,2024-12-26,Delivered
7708,10984,FedEx,2024-03-05,2024-03-07,Delivered
7709,10985,EcomExpress,2025-01-26,2025-01-28,Delivered
7710,10987,FedEx,2024-08-04,2024-08-08,Delivered
7711,10988,BlueDart,2025-01-21,2025-01-27,Delivered
7712,10990,FedEx,2024-12-25,2024-12-29,Delivered
7713,10991,Delhivery,2025-10-31,2025-11-04,Delivered
7714,10994,BlueDart,2024-12-04,,Shipped
7715,10996,EcomExpress,2025-04-07,2025-04-12,Delivered
7716,10997,EcomExpress,2025-04-09,2025-04-15,Delivered
7717,10999,BlueDart,2024-08-15,2024-08-18,Delivered
7718,11000,BlueDart,2024-09-11,,Shipped
7719,11001,FedEx,2024-04-25,2024-04-28,Delivered
7720,11002,BlueDart,2025-11-03,2025-11-08,Delivered
7721,11003,BlueDart,2024-07-08,2024-07-11,Delivered
7722,11004,Delhivery,2024-01-06,2024-01-11,Delivered
7723,11005,EcomExpress,2025-12-13,2025-12-17,Delivered
7724,11006,EcomExpress,2026-01-12,2026-01-15,Delivered
7725,11008,EcomExpress,2025-10-15,2025-10-20,Delivered
7726,11009,FedEx,2024-03-02,2024-03-07,Returned
7727,11011,FedEx,2024-11-15,2024-11-19,Returned
7728,11012,FedEx,2025-07-12,2025-07-14,Delivered
7729,11014,BlueDart,2025-09-09,2025-09-11,Delivered
7730,11015,EcomExpress,2026-02-16,2026-02-22,Delivered
7731,11017,BlueDart,2024-07-17,,Shipped
7732,11018,EcomExpress,2024-05-26,2024-05-31,Delivered
7733,11019,FedEx,2025-10-06,,Shipped
7734,11020,EcomExpress,2025-07-06,2025-07-10,Delivered
7735,11021,BlueDart,2024-03-20,2024-03-24,Delivered
7736,11022,EcomExpress,2026-02-18,,Shipped
7737,11023,BlueDart,2025-08-07,2025-08-09,Delivered
7738,11025,Delhivery,2026-01-24,2026-01-27,Delivered
7739,11026,EcomExpress,2025-06-05,2025-06-09,Delivered
7740,11027,Delhivery,2026-02-25,,Shipped
7741,11030,BlueDart,2025-05-09,2025-05-15,Delivered
7742,11031,Delhivery,2025-12-22,2025-12-28,Delivered
7743,11032,FedEx,2025-04-04,,Shipped
7744,11033,Delhivery,2025-04-09,2025-04-11,Delivered
7745,11034,FedEx,2025-08-14,2025-08-17,Delivered
7746,11035,Delhivery,2024-06-12,2024-06-16,Returned
7747,11036,BlueDart,2024-05-20,2024-05-23,Delivered
7748,11037,Delhivery,2024-06-06,2024-06-09,Delivered
7749,11038,BlueDart,2024-01-06,2024-01-08,Delivered
7750,11040,EcomExpress,2025-12-06,2025-12-09,Delivered
7751,11042,Delhivery,2025-04-05,2025-04-10,Delivered
7752,11043,FedEx,2024-09-03,2024-09-05,Delivered
7753,11044,Delhivery,2024-07-05,2024-07-10,Delivered
7754,11046,EcomExpress,2025-02-21,2025-02-27,Delivered
7755,11047,BlueDart,2024-07-26,2024-07-31,Delivered
7756,11048,EcomExpress,2024-05-08,,Shipped
7757,11049,Delhivery,2024-10-04,2024-10-06,Delivered
7758,11050,Delhivery,2025-09-07,2025-09-13,Delivered
7759,11053,EcomExpress,2025-10-06,2025-10-08,Returned
7760,11054,Delhivery,2025-02-14,2025-02-18,Delivered
7761,11062,FedEx,2026-02-26,,Shipped
7762,11063,BlueDart,2026-01-28,2026-01-31,Delivered
7763,11068,BlueDart,2025-05-22,2025-05-26,Delivered
7764,11069,BlueDart,2024-08-06,2024-08-10,Delivered
7765,11070,FedEx,2024-09-06,,Shipped
7766,11072,Delhivery,2025-07-20,2025-07-24,Delivered
7767,11073,FedEx,2024-12-16,2024-12-19,Delivered
7768,11075,FedEx,2024-05-04,2024-05-07,Delivered
7769,11077,FedEx,2026-01-20,,Shipped
7770,11078,EcomExpress,2024-12-14,2024-12-19,Delivered
7771,11079,EcomExpress,2024-03-02,2024-03-08,Delivered
7772,11080,EcomExpress,2025-03-26,2025-03-28,Delivered
7773,11082,FedEx,2024-03-10,2024-03-12,Delivered
7774,11083,FedEx,2024-04-19,2024-04-25,Delivered
7775,11085,BlueDart,2024-02-18,2024-02-24,Delivered
7776,11086,BlueDart,2025-12-01,2025-12-06,Delivered
7777,11087,FedEx,2025-10-04,2025-10-08,Delivered
7778,11088,BlueDart,2024-06-17,2024-06-19,Delivered
7779,11089,Delhivery,2025-08-21,2025-08-23,Delivered
7780,11090,FedEx,2024-03-20,2024-03-23,Delivered
7781,11091,FedEx,2025-07-21,2025-07-27,Delivered
7782,11092,EcomExpress,2025-05-16,2025-05-22,Delivered
7783,11095,EcomExpress,2024-03-21,,Shipped
7784,11096,EcomExpress,2024-09-05,,Shipped
7785,11097,Delhivery,2024-08-15,2024-08-21,Delivered
7786,11098,Delhivery,2025-08-01,2025-08-07,Delivered
7787,11099,Delhivery,2025-08-23,2025-08-26,Delivered
7788,11101,BlueDart,2025-04-30,2025-05-02,Delivered
7789,11102,BlueDart,2025-05-22,2025-05-25,Delivered
7790,11106,FedEx,2025-03-26,2025-03-28,Delivered
7791,11109,EcomExpress,2024-04-03,2024-04-08,Delivered
7792,11110,EcomExpress,2024-11-25,,Shipped
7793,11112,EcomExpress,2025-09-28,2025-10-03,Delivered
7794,11114,EcomExpress,2025-05-16,2025-05-18,Delivered
7795,11115,FedEx,2025-05-29,2025-06-01,Returned
7796,11117,FedEx,2025-09-21,2025-09-24,Delivered
7797,11118,FedEx,2025-08-13,2025-08-18,Delivered
7798,11119,EcomExpress,2024-12-16,2024-12-20,Delivered
7799,11122,Delhivery,2024-02-05,2024-02-08,Returned
7800,11123,Delhivery,2025-05-05,2025-05-10,Delivered
7801,11124,BlueDart,2025-03-16,2025-03-21,Delivered
7802,11126,EcomExpress,2024-07-01,,Shipped
7803,11128,EcomExpress,2024-02-03,2024-02-07,Delivered
7804,11129,Delhivery,2024-03-07,2024-03-11,Delivered
7805,11130,FedEx,2025-04-28,2025-05-01,Delivered
7806,11132,Delhivery,2024-02-11,2024-02-16,Delivered
7807,11133,Delhivery,2024-11-04,2024-11-06,Delivered
7808,11135,FedEx,2025-08-31,2025-09-03,Delivered
7809,11136,FedEx,2025-12-29,2026-01-03,Delivered
7810,11137,EcomExpress,2024-09-05,,Shipped
7811,11138,EcomExpress,2025-12-10,2025-12-12,Delivered
7812,11139,FedEx,2025-08-22,2025-08-24,Delivered
7813,11140,EcomExpress,2024-10-01,2024-10-03,Returned
7814,11141,FedEx,2024-12-26,2024-12-30,Delivered
7815,11142,BlueDart,2026-01-22,2026-01-26,Delivered
7816,11143,Delhivery,2024-03-07,2024-03-12,Delivered
7817,11144,Delhivery,2025-11-24,2025-11-30,Delivered
7818,11145,Delhivery,2024-01-04,2024-01-09,Delivered
7819,11149,Delhivery,2024-03-04,2024-03-10,Delivered
7820,11150,Delhivery,2024-06-19,2024-06-24,Delivered
7821,11151,BlueDart,2025-07-15,2025-07-18,Returned
7822,11152,EcomExpress,2024-10-15,,Shipped
7823,11153,Delhivery,2025-01-23,2025-01-29,Delivered
7824,11154,Delhivery,2024-02-10,2024-02-13,Delivered
7825,11155,FedEx,2024-10-01,2024-10-07,Delivered
7826,11156,BlueDart,2025-10-11,2025-10-15,Delivered
7827,11157,FedEx,2024-10-19,2024-10-22,Delivered
7828,11159,EcomExpress,2024-07-01,,Shipped
7829,11160,FedEx,2025-01-21,2025-01-24,Returned
7830,11161,Delhivery,2025-05-05,,Shipped
7831,11162,Delhivery,2024-12-15,,Shipped
7832,11163,EcomExpress,2024-04-24,2024-04-28,Delivered
7833,11164,EcomExpress,2026-01-31,2026-02-02,Delivered
7834,11165,BlueDart,2025-10-10,2025-10-14,Delivered
7835,11166,FedEx,2024-05-06,,Shipped
7836,11167,Delhivery,2024-07-16,,Shipped
7837,11168,FedEx,2025-09-22,2025-09-24,Delivered
7838,11171,Delhivery,2024-07-31,2024-08-04,Delivered
