order_id,cust_id,store_id,order_date,order_status,gross_total,discount_amount,net_total
28459,21455,94,2024-11-19,Delivered,88899.86,7748.88,81150.98
28460,19915,190,2024-02-10,Shipped,11370.84,13.05,11357.79
28461,19798,68,2024-10-24,Delivered,267109.92,0.0,267109.92
28462,47683,187,2024-01-26,Out for Delivery,19537.42,0.0,19537.42
28463,15800,13,2024-07-01,Delivered,21167.23,1149.53,20017.7
28464,9556,198,2025-10-14,Processing,54140.86,311.61,53829.25
28465,39226,5,2024-09-27,Processing,10848.78,503.69,10345.09
28466,1793,42,2024-11-19,Delivered,133259.27,7243.75,126015.52
28467,29287,141,2024-02-17,Delivered,6624.13,0.0,6624.13
28468,32486,86,2024-06-28,Delivered,198778.8,6698.07,192080.73
28469,14451,123,2025-06-01,Delivered,13457.73,0.0,13457.73
28470,8996,107,2025-09-14,Returned,338315.53,0.0,338315.53
28471,8462,123,2024-01-21,Processing,149394.51,0.0,149394.51
28472,4096,118,2024-08-01,Cancelled,450125.98,0.0,450125.98
28473,36801,25,2026-01-08,Delivered,5716.98,0.0,5716.98
28474,33633,25,2025-09-22,Cancelled,20340.22,0.0,20340.22
28475,40219,47,2025-12-08,Delivered,10690.47,0.0,10690.47
28476,39588,115,2024-05-03,Delivered,285903.41,254.51,285648.9
28477,19145,55,2024-04-15,Delivered,115830.41,2107.99,113722.42
28478,48975,16,2025-07-01,Cancelled,224638.62,0.0,224638.62
28479,42870,135,2024-09-04,Delivered,30530.62,0.0,30530.62
28480,13491,38,2025-04-23,Returned,43975.56,8770.99,35204.57
28481,36057,87,2024-09-24,Delivered,6776.64,0.0,6776.64
28482,2171,85,2024-11-27,Failed,48249.44,820.52,47428.92
28483,31498,160,2026-02-23,Cancelled,6549.53,0.0,6549.53
28484,49770,84,2024-04-10,Delivered,199879.98,0.0,199879.98
28485,11812,186,2025-05-01,Shipped,78635.29,23332.1,55303.19
28486,12806,62,2024-03-07,Shipped,45556.46,10481.9,35074.56
28487,23961,112,2024-12-04,Delivered,21465.32,2231.62,19233.7
28488,12335,132,2024-04-04,Delivered,1804.05,0.0,1804.05
28489,9652,123,2024-02-25,Processing,178834.43,0.0,178834.43
28490,16750,141,2025-02-12,Delivered,309183.93,3409.6,305774.33
28491,20321,37,2024-05-28,Cancelled,307793.53,13659.7,294133.83
28492,23366,187,2024-02-04,Delivered,48055.42,3864.83,44190.59
28493,46204,166,2025-01-05,Delivered,960.12,96.01,864.11
28494,3951,180,2024-09-26,Delivered,11195.56,536.25,10659.31
28495,22660,130,2025-06-29,Shipped,9602.03,0.0,9602.03
28496,5734,183,2025-05-21,Processing,38587.6,0.0,38587.6
28497,4509,182,2025-11-13,Cancelled,2764.43,143.23,2621.2
28498,43822,140,2024-07-02,Delivered,24485.23,0.0,24485.23
28499,10053,129,2024-07-17,Shipped,68701.84,0.0,68701.84
28500,45763,116,2024-04-04,Delivered,45461.34,13638.4,31822.94
28501,9363,77,2024-08-26,Failed,3172.41,0.0,3172.41
28502,20782,75,2024-11-14,Cancelled,14410.56,654.8,13755.76
28503,42457,189,2026-01-08,Delivered,5620.17,0.0,5620.17
28504,49321,124,2025-08-16,Cancelled,35213.36,3383.59,31829.77
28505,41054,120,2025-08-30,Processing,17076.34,835.26,16241.08
28506,48143,112,2024-09-27,Delivered,14126.42,2118.96,12007.46
28507,36786,192,2025-04-24,Processing,229825.43,0.0,229825.43
28508,46855,37,2024-07-10,Out for Delivery,3722.06,372.21,3349.85
28509,42983,98,2024-10-07,Cancelled,17737.1,0.0,17737.1
28510,6019,117,2025-05-30,Delivered,96623.29,0.0,96623.29
28511,12142,61,2025-11-08,Delivered,51871.31,0.0,51871.31
28512,6853,78,2025-03-10,Delivered,72446.34,0.0,72446.34
28513,42306,192,2025-02-05,Delivered,91612.95,0.0,91612.95
28514,38539,136,2024-10-05,Shipped,82306.64,0.0,82306.64
28515,25099,75,2024-07-05,Delivered,129440.18,111.42,129328.76
28516,13935,123,2024-03-19,Shipped,8241.28,0.0,8241.28
28517,4022,5,2024-12-08,Delivered,57442.87,0.0,57442.87
28518,22240,12,2025-02-15,Failed,144497.39,178.89,144318.5
28519,17694,31,2024-05-05,Returned,24354.56,0.0,24354.56
28520,13692,139,2025-07-03,Delivered,20203.5,0.0,20203.5
28521,19893,14,2024-05-27,Delivered,155694.95,0.0,155694.95
28522,25555,26,2025-02-12,Processing,169162.48,0.0,169162.48
28523,808,87,2025-03-08,Delivered,51050.14,2914.13,48136.01
28524,8288,108,2024-05-24,Cancelled,235143.79,0.0,235143.79
28525,18123,193,2024-03-12,Delivered,21989.78,0.0,21989.78
28526,36517,111,2025-11-17,Delivered,11501.96,0.0,11501.96
28527,3136,11,2025-02-18,Delivered,192886.11,0.0,192886.11
28528,44487,136,2026-01-19,Delivered,62034.82,0.0,62034.82
28529,18615,91,2024-10-08,Delivered,58968.91,2896.13,56072.78
28530,16650,92,2024-06-11,Failed,1180.83,0.0,1180.83
28531,30432,164,2024-01-17,Delivered,18844.84,302.02,18542.82
28532,35814,89,2025-03-23,Delivered,17040.15,0.0,17040.15
28533,19662,195,2026-02-13,Cancelled,134910.55,7808.24,127102.31
28534,13955,144,2025-11-01,Delivered,264348.0,0.0,264348.0
28535,10131,13,2025-11-02,Failed,23341.16,520.01,22821.15
28536,40025,55,2026-02-14,Out for Delivery,55941.02,1948.37,53992.65
28537,17512,30,2024-12-18,Delivered,30198.81,0.0,30198.81
28538,36750,74,2025-10-02,Returned,20972.46,0.0,20972.46
28539,28888,15,2025-01-06,Delivered,20064.53,0.0,20064.53
28540,6686,57,2025-11-24,Delivered,3940.22,156.61,3783.61
28541,6934,6,2025-09-27,Out for Delivery,53482.58,810.38,52672.2
28542,23413,90,2024-03-04,Delivered,37109.74,0.0,37109.74
28543,7949,130,2024-07-31,Delivered,107608.92,12430.88,95178.04
28544,36271,192,2024-11-29,Delivered,3019.32,0.0,3019.32
28545,15486,106,2026-02-04,Delivered,48398.61,0.0,48398.61
28546,37507,116,2025-02-05,Delivered,19115.25,0.0,19115.25
28547,29397,164,2024-07-01,Delivered,194090.94,0.0,194090.94
28548,5585,129,2025-09-15,Failed,127772.02,1085.23,126686.79
28549,16713,40,2024-03-31,Processing,72427.21,2447.94,69979.27
28550,21025,71,2025-07-19,Delivered,7014.0,2104.2,4909.8
28551,43380,14,2024-09-26,Delivered,64828.21,123.47,64704.74
28552,4811,184,2025-02-16,Processing,39271.23,0.0,39271.23
28553,17078,170,2025-06-29,Processing,186379.85,6166.93,180212.92
28554,45241,124,2025-06-15,Delivered,112449.59,0.0,112449.59
28555,41222,4,2025-05-29,Delivered,224918.15,4394.61,220523.54
28556,8861,190,2024-09-28,Processing,402625.69,15556.18,387069.51
28557,38218,140,2024-07-02,Out for Delivery,10835.19,0.0,10835.19
28558,30425,85,2024-11-08,Out for Delivery,26387.84,0.0,26387.84
28559,1228,22,2025-09-10,Delivered,32941.55,1082.96,31858.59
28560,43370,151,2024-09-05,Cancelled,41117.19,12335.16,28782.03
28561,46190,102,2024-12-02,Out for Delivery,183480.58,20640.45,162840.13
28562,36851,97,2025-11-22,Returned,20047.56,0.0,20047.56
28563,39246,177,2025-10-02,Delivered,341838.73,40978.35,300860.38
28564,43569,30,2025-06-19,Delivered,9231.88,581.55,8650.33
28565,48973,155,2024-01-11,Delivered,30234.24,0.0,30234.24
28566,44842,176,2025-04-27,Delivered,2076.48,0.0,2076.48
28567,31176,61,2024-07-04,Delivered,54918.57,1714.95,53203.62
28568,35761,148,2025-07-30,Delivered,13038.78,2586.33,10452.45
28569,18789,22,2024-06-18,Shipped,41925.99,5178.15,36747.84
28570,36550,129,2026-02-09,Returned,130128.34,86.09,130042.25
28571,47623,33,2024-08-31,Returned,564138.39,1700.43,562437.96
28572,32478,115,2025-03-13,Delivered,80054.68,7883.64,72171.04
28573,21541,200,2025-01-22,Shipped,55884.63,0.0,55884.63
28574,47298,153,2025-09-08,Delivered,375989.32,6441.93,369547.39
28575,7634,18,2025-05-28,Delivered,7002.03,0.0,7002.03
28576,28131,151,2025-04-10,Returned,11980.96,0.0,11980.96
28577,25199,3,2025-08-26,Delivered,2652.72,0.0,2652.72
28578,6764,143,2025-06-16,Delivered,413222.71,38705.46,374517.25
28579,41953,61,2024-04-19,Returned,20508.82,0.0,20508.82
28580,217,109,2025-02-05,Delivered,48423.22,0.0,48423.22
28581,33378,97,2026-01-11,Delivered,47812.78,0.0,47812.78
28582,43542,181,2024-12-19,Delivered,8082.92,0.0,8082.92
28583,35187,130,2024-05-11,Processing,17223.34,0.0,17223.34
28584,341,103,2024-03-09,Processing,14406.19,1049.48,13356.71
28585,37670,65,2024-06-04,Processing,302712.29,0.0,302712.29
28586,46645,67,2025-03-18,Delivered,26720.29,203.98,26516.31
28587,33946,67,2025-10-25,Delivered,3377.84,0.0,3377.84
28588,47041,151,2024-07-25,Delivered,37661.23,1137.31,36523.92
28589,45952,169,2025-04-07,Returned,145567.98,0.0,145567.98
28590,16576,128,2025-01-29,Returned,67334.61,0.0,67334.61
28591,38686,14,2026-02-21,Returned,63143.76,0.0,63143.76
28592,18192,124,2025-10-18,Delivered,43991.26,10432.07,33559.19
28593,35616,184,2025-04-16,Cancelled,5654.58,0.0,5654.58
28594,49147,194,2025-06-12,Delivered,2739.48,0.0,2739.48
28595,48662,16,2024-12-18,Failed,49111.71,0.0,49111.71
28596,8329,169,2026-02-04,Delivered,429907.11,0.0,429907.11
28597,23846,107,2025-02-04,Delivered,3469.7,0.0,3469.7
28598,37294,148,2025-03-01,Returned,5814.76,0.0,5814.76
28599,41485,124,2025-10-01,Delivered,220057.21,43060.03,176997.18
28600,14872,6,2025-05-18,Out for Delivery,40484.93,0.0,40484.93
28601,49183,161,2025-03-26,Delivered,6281.18,0.0,6281.18
28602,21908,42,2025-05-21,Delivered,36090.07,5344.4,30745.67
28603,13359,19,2026-01-16,Delivered,17652.01,0.0,17652.01
28604,43856,86,2025-09-02,Delivered,8335.7,0.0,8335.7
28605,38839,71,2025-04-20,Delivered,99175.7,3774.49,95401.21
28606,40759,120,2025-04-24,Delivered,20865.96,0.0,20865.96
28607,45633,168,2025-05-24,Out for Delivery,33927.24,0.0,33927.24
28608,38965,138,2025-06-05,Delivered,91006.47,16839.52,74166.95
28609,22884,78,2024-02-03,Processing,47192.38,654.09,46538.29
28610,33036,114,2024-06-19,Failed,12348.42,3704.53,8643.89
28611,37287,89,2026-02-09,Processing,379184.58,0.0,379184.58
28612,10134,196,2025-01-26,Processing,59166.81,69.87,59096.94
28613,2937,98,2025-02-23,Failed,4413.31,0.0,4413.31
28614,15993,20,2024-08-14,Delivered,82544.51,0.0,82544.51
28615,510,45,2025-10-10,Delivered,327535.81,14300.59,313235.22
28616,7119,11,2025-09-24,Shipped,40784.19,0.0,40784.19
28617,48335,113,2025-11-04,Delivered,136811.64,0.0,136811.64
28618,8904,131,2025-10-01,Out for Delivery,334040.29,0.0,334040.29
28619,37977,44,2025-03-13,Out for Delivery,96196.87,11267.55,84929.32
28620,9414,172,2026-01-28,Delivered,88865.93,0.0,88865.93
28621,20052,175,2024-04-21,Delivered,223632.65,0.0,223632.65
28622,35066,166,2025-02-16,Delivered,43494.44,279.02,43215.42
28623,4633,30,2024-08-07,Shipped,18274.57,0.0,18274.57
28624,45502,89,2024-09-11,Delivered,30180.59,0.0,30180.59
28625,8956,177,2024-01-22,Shipped,6288.28,0.0,6288.28
28626,45211,78,2024-10-05,Processing,20122.54,0.0,20122.54
28627,16050,32,2025-06-01,Delivered,151089.88,6201.32,144888.56
28628,11856,103,2025-06-08,Delivered,2080.5,0.0,2080.5
28629,40098,48,2026-02-24,Delivered,6733.82,0.0,6733.82
28630,14858,80,2025-08-26,Delivered,48408.24,2175.18,46233.06
28631,12977,177,2024-10-26,Returned,30658.02,0.0,30658.02
28632,28606,159,2025-04-13,Delivered,162907.89,427.77,162480.12
28633,4115,61,2024-08-14,Shipped,29765.12,0.0,29765.12
28634,29387,12,2025-08-13,Delivered,20969.58,869.92,20099.66
28635,4686,86,2025-09-13,Processing,5170.65,0.0,5170.65
28636,4659,110,2024-07-04,Delivered,3832.22,0.0,3832.22
28637,2218,124,2024-05-21,Delivered,6499.38,0.0,6499.38
28638,6965,166,2024-09-04,Delivered,89213.53,0.0,89213.53
28639,40653,69,2024-03-15,Delivered,3886.45,527.71,3358.74
28640,39132,132,2025-08-25,Processing,4543.33,227.17,4316.16
28641,28550,75,2025-06-03,Processing,84335.39,14484.72,69850.67
28642,47716,83,2025-01-05,Cancelled,19485.5,0.0,19485.5
28643,24138,12,2025-01-08,Failed,54217.42,0.0,54217.42
28644,10304,188,2024-02-05,Failed,15032.33,0.0,15032.33
28645,32954,70,2024-03-17,Delivered,5971.2,0.0,5971.2
28646,7242,104,2024-10-19,Delivered,939.99,0.0,939.99
28647,28250,8,2025-04-13,Shipped,13764.39,0.0,13764.39
28648,19788,150,2025-02-24,Delivered,104458.65,0.0,104458.65
28649,4110,89,2024-05-05,Out for Delivery,73090.09,59.37,73030.72
28650,44583,80,2025-04-13,Delivered,19556.68,0.0,19556.68
28651,41608,23,2025-04-10,Out for Delivery,22779.7,0.0,22779.7
28652,37608,37,2024-09-23,Delivered,53716.16,482.73,53233.43
28653,6745,133,2026-01-29,Delivered,15379.58,0.0,15379.58
28654,13738,179,2024-06-17,Delivered,147663.06,0.0,147663.06
28655,38335,168,2025-05-13,Delivered,1654.14,0.0,1654.14
28656,43001,144,2025-06-10,Cancelled,14822.28,0.0,14822.28
28657,48149,5,2025-09-07,Delivered,109380.37,403.07,108977.3
28658,9409,190,2024-04-22,Delivered,336537.98,27173.98,309364.0
28659,43929,8,2024-03-23,Out for Delivery,33114.16,985.05,32129.11
28660,19484,40,2025-02-04,Delivered,69819.4,2921.05,66898.35
28661,45820,67,2025-05-05,Shipped,4359.43,0.0,4359.43
28662,34027,118,2026-01-28,Delivered,128386.09,0.0,128386.09
28663,48556,77,2025-08-16,Delivered,9838.59,491.93,9346.66
28664,32336,62,2025-08-26,Delivered,46927.71,0.0,46927.71
28665,8914,134,2024-03-18,Delivered,57920.48,0.0,57920.48
28666,33975,74,2025-10-29,Delivered,45001.46,0.0,45001.46
28667,20630,112,2024-03-20,Cancelled,7519.04,751.9,6767.14
28668,1883,124,2026-01-30,Out for Delivery,19115.31,0.0,19115.31
28669,11803,60,2025-10-19,Delivered,26373.62,233.67,26139.95
28670,32168,121,2025-05-19,Delivered,2711.31,0.0,2711.31
28671,18870,167,2025-03-10,Delivered,14968.76,0.0,14968.76
28672,25881,8,2024-12-24,Delivered,127613.31,4632.44,122980.87
28673,32381,166,2026-02-07,Delivered,15127.53,0.0,15127.53
28674,43317,44,2024-11-16,Shipped,135891.21,20383.68,115507.53
28675,31496,21,2024-10-14,Delivered,81685.52,3382.4,78303.12
28676,26101,126,2026-02-18,Cancelled,732.42,219.73,512.69
28677,43609,38,2025-11-25,Delivered,93088.57,1197.74,91890.83
28678,8238,52,2024-11-16,Returned,83755.41,0.0,83755.41
28679,26500,177,2024-01-06,Delivered,7316.9,731.69,6585.21
28680,32231,30,2025-01-21,Out for Delivery,9663.31,665.92,8997.39
28681,33408,168,2024-11-04,Out for Delivery,10488.41,0.0,10488.41
28682,2884,188,2024-11-14,Delivered,2472.11,0.0,2472.11
28683,49836,60,2025-11-24,Failed,139281.61,2435.17,136846.44
28684,16249,113,2025-03-20,Delivered,34729.11,0.0,34729.11
28685,41469,84,2025-02-04,Failed,12181.26,0.0,12181.26
28686,36043,120,2025-05-04,Delivered,18098.18,0.0,18098.18
28687,7071,36,2025-01-21,Delivered,102545.17,20509.03,82036.14
28688,47663,74,2024-12-09,Delivered,25340.58,618.44,24722.14
28689,47255,50,2025-07-27,Delivered,23112.91,0.0,23112.91
28690,42341,100,2024-11-20,Delivered,483558.68,0.0,483558.68
28691,5044,93,2024-08-25,Cancelled,16211.01,2556.75,13654.26
28692,9218,99,2024-10-07,Failed,6543.02,0.0,6543.02
28693,23388,133,2024-07-15,Processing,86146.58,0.0,86146.58
28694,44057,199,2024-08-20,Shipped,138078.66,0.0,138078.66
28695,20462,20,2024-04-21,Shipped,2036.84,0.0,2036.84
28696,47981,72,2024-10-20,Delivered,39981.79,0.0,39981.79
28697,42634,107,2025-12-31,Delivered,428291.15,0.0,428291.15
28698,26609,197,2024-12-10,Shipped,1494.69,0.0,1494.69
28699,47470,180,2025-06-08,Out for Delivery,2154.25,311.03,1843.22
28700,21837,199,2024-11-28,Delivered,4808.4,0.0,4808.4
28701,22686,38,2024-05-27,Processing,317631.38,0.0,317631.38
28702,21650,98,2024-07-19,Delivered,57627.48,0.0,57627.48
28703,46943,124,2024-11-07,Returned,360870.83,0.0,360870.83
28704,30931,17,2024-07-20,Delivered,10098.06,0.0,10098.06
28705,30548,138,2024-09-22,Delivered,117393.67,0.0,117393.67
28706,24241,23,2024-01-07,Delivered,3331.62,166.58,3165.04
28707,2103,185,2025-09-09,Delivered,6294.29,0.0,6294.29
28708,15241,20,2025-03-16,Delivered,375174.32,6034.06,369140.26
28709,49043,195,2026-01-10,Delivered,18176.73,373.31,17803.42
28710,5666,52,2025-07-16,Processing,226783.4,0.0,226783.4
28711,35809,8,2025-04-14,Delivered,187503.66,0.0,187503.66
28712,26179,144,2025-05-26,Delivered,5921.96,0.0,5921.96
28713,44183,14,2025-09-03,Shipped,99629.34,0.0,99629.34
28714,37023,42,2025-07-11,Delivered,20674.23,471.64,20202.59
28715,38158,9,2024-11-25,Delivered,70194.61,0.0,70194.61
28716,33074,66,2026-01-05,Shipped,120502.94,26925.08,93577.86
28717,28866,5,2024-08-28,Out for Delivery,19367.86,304.89,19062.97
28718,40525,19,2024-11-27,Delivered,38595.33,2485.41,36109.92
28719,42581,7,2024-03-03,Shipped,69296.46,6954.85,62341.61
28720,44131,94,2024-09-11,Shipped,18617.42,1540.75,17076.67
28721,38688,58,2025-06-05,Failed,266290.05,27951.44,238338.61
28722,15512,124,2024-06-04,Delivered,10263.43,300.1,9963.33
28723,19500,193,2025-03-10,Out for Delivery,70406.16,295.62,70110.54
28724,38389,69,2024-07-08,Delivered,59952.02,2980.33,56971.69
28725,19970,96,2024-02-19,Delivered,31214.01,0.0,31214.01
28726,36267,80,2025-04-09,Delivered,73285.58,0.0,73285.58
28727,2006,14,2025-06-13,Shipped,41886.48,0.0,41886.48
28728,13424,20,2024-10-27,Delivered,1753.17,0.0,1753.17
28729,32546,95,2025-08-28,Delivered,37001.22,2922.79,34078.43
28730,42645,121,2026-01-01,Delivered,92001.7,1001.77,90999.93
28731,6040,167,2025-01-30,Shipped,13367.22,0.0,13367.22
28732,40434,21,2024-04-01,Shipped,14822.32,0.0,14822.32
28733,38309,79,2024-05-12,Delivered,7897.22,102.83,7794.39
28734,40171,56,2025-08-08,Processing,9648.0,0.0,9648.0
28735,9872,62,2025-02-06,Delivered,261484.7,0.0,261484.7
28736,30854,151,2025-06-19,Delivered,10898.97,0.0,10898.97
28737,27062,3,2025-11-17,Shipped,4884.12,0.0,4884.12
28738,44687,75,2024-06-06,Out for Delivery,36506.79,4339.31,32167.48
28739,26582,178,2025-06-18,Delivered,4133.74,0.0,4133.74
28740,26261,147,2025-09-24,Delivered,185431.5,0.0,185431.5
28741,25653,173,2025-06-10,Processing,141698.23,7390.05,134308.18
28742,49629,148,2025-08-26,Processing,151811.08,1255.66,150555.42
28743,14878,31,2025-08-25,Delivered,138282.03,13448.68,124833.35
28744,17166,90,2025-08-14,Delivered,29499.73,0.0,29499.73
28745,6222,162,2025-06-11,Processing,14194.44,0.0,14194.44
28746,15057,25,2025-05-04,Delivered,15071.66,0.0,15071.66
28747,15623,45,2025-03-04,Delivered,195931.2,0.0,195931.2
28748,29807,37,2024-10-09,Cancelled,376047.96,38269.07,337778.89
28749,32270,183,2025-03-14,Shipped,18554.42,0.0,18554.42
28750,8427,89,2025-05-03,Cancelled,482.43,0.0,482.43
28751,36798,163,2025-04-18,Shipped,3581.27,199.25,3382.02
28752,29846,121,2024-01-01,Processing,22317.06,1188.6,21128.46
28753,30267,118,2025-05-06,Delivered,139063.73,0.0,139063.73
28754,33106,119,2024-08-04,Failed,251612.7,8991.0,242621.7
28755,12200,145,2025-10-28,Delivered,10185.66,509.28,9676.38
28756,24671,182,2024-12-29,Delivered,58402.55,0.0,58402.55
28757,47114,4,2024-08-27,Delivered,63692.53,0.0,63692.53
28758,1849,169,2025-12-22,Delivered,18095.4,75.14,18020.26
28759,6063,164,2025-05-18,Out for Delivery,355377.0,17434.48,337942.52
28760,6157,90,2025-03-04,Shipped,104600.05,0.0,104600.05
28761,46135,192,2024-07-05,Delivered,5030.09,0.0,5030.09
28762,49635,174,2025-09-27,Cancelled,6219.74,0.0,6219.74
28763,32729,174,2024-02-02,Delivered,20525.82,0.0,20525.82
28764,28070,154,2024-02-12,Cancelled,34871.85,0.0,34871.85
28765,26711,168,2024-12-05,Delivered,39947.26,0.0,39947.26
28766,26015,165,2026-01-30,Returned,142713.96,0.0,142713.96
28767,46414,168,2024-11-14,Shipped,37574.7,394.53,37180.17
28768,27261,135,2024-07-23,Out for Delivery,7756.92,0.0,7756.92
28769,13361,147,2025-09-28,Delivered,139458.42,1016.2,138442.22
28770,6771,172,2025-12-17,Delivered,70963.98,5959.12,65004.86
28771,11413,52,2024-04-23,Delivered,91166.34,14277.3,76889.04
28772,15837,144,2024-10-18,Delivered,5587.56,0.0,5587.56
28773,25669,5,2025-09-08,Returned,45415.54,5162.93,40252.61
28774,46844,153,2025-05-26,Delivered,35746.83,1654.53,34092.3
28775,19729,130,2025-06-12,Delivered,84856.04,0.0,84856.04
28776,3199,49,2025-06-29,Delivered,36678.02,5792.26,30885.76
28777,38732,51,2024-07-10,Cancelled,15948.45,0.0,15948.45
28778,6143,117,2025-06-09,Delivered,104158.63,4972.24,99186.39
28779,35064,40,2025-04-29,Delivered,31889.37,853.07,31036.3
28780,13020,25,2024-12-04,Delivered,58321.29,0.0,58321.29
28781,46416,112,2025-01-08,Delivered,260.36,0.0,260.36
28782,30810,34,2024-02-09,Delivered,37658.71,1691.35,35967.36
28783,15712,23,2026-01-11,Delivered,40615.44,0.0,40615.44
28784,17492,14,2024-07-06,Shipped,28014.87,0.0,28014.87
28785,9267,60,2024-08-01,Returned,167450.07,8906.73,158543.34
28786,2871,57,2025-08-25,Delivered,8990.28,0.0,8990.28
28787,31493,44,2024-07-21,Cancelled,1343.56,0.0,1343.56
28788,42093,195,2024-10-18,Delivered,81861.48,0.0,81861.48
28789,16341,164,2024-10-31,Delivered,10088.59,0.0,10088.59
28790,40172,141,2024-02-27,Cancelled,20104.5,0.0,20104.5
28791,12821,66,2024-05-02,Shipped,39816.81,0.0,39816.81
28792,12889,110,2025-08-07,Processing,30532.47,0.0,30532.47
28793,28158,15,2025-11-04,Processing,5059.89,0.0,5059.89
28794,20782,134,2025-10-06,Processing,18406.23,0.0,18406.23
28795,9636,26,2026-01-09,Delivered,74894.02,0.0,74894.02
28796,19171,81,2024-04-12,Failed,152911.57,0.0,152911.57
28797,49315,13,2024-10-19,Processing,3749.46,0.0,3749.46
28798,48675,54,2025-09-08,Delivered,49047.18,0.0,49047.18
28799,30828,162,2024-08-24,Delivered,383697.84,0.0,383697.84
28800,19800,155,2025-01-18,Delivered,18926.66,0.0,18926.66
28801,26019,109,2026-02-19,Delivered,677.01,135.4,541.61
28802,13121,179,2026-02-12,Delivered,83544.16,2223.35,81320.81
28803,35921,110,2024-12-15,Delivered,11416.24,0.0,11416.24
28804,4683,175,2024-12-15,Delivered,5546.36,0.0,5546.36
28805,8091,115,2025-09-07,Cancelled,48133.0,5797.25,42335.75
28806,8787,135,2025-09-20,Processing,110800.54,1138.71,109661.83
28807,28233,115,2024-12-01,Out for Delivery,25177.41,0.0,25177.41
28808,40041,24,2025-02-10,Returned,105105.91,0.0,105105.91
28809,33894,172,2024-03-17,Delivered,84066.57,0.0,84066.57
28810,44854,110,2024-08-21,Out for Delivery,124392.77,3606.05,120786.72
28811,13930,154,2024-09-21,Returned,92638.09,11745.71,80892.38
28812,8136,76,2024-10-27,Delivered,1475.76,71.85,1403.91
28813,13429,160,2025-05-21,Delivered,106626.75,0.0,106626.75
28814,25754,136,2025-11-12,Delivered,262558.65,4672.46,257886.19
28815,16702,200,2024-11-21,Failed,11292.02,899.03,10392.99
28816,43985,143,2024-10-09,Delivered,40521.54,0.0,40521.54
28817,22460,163,2024-03-06,Shipped,40377.9,0.0,40377.9
28818,41253,166,2024-12-21,Out for Delivery,15909.51,464.76,15444.75
28819,36289,108,2025-02-24,Delivered,64525.64,0.0,64525.64
28820,13486,83,2025-08-02,Delivered,168195.21,15008.77,153186.44
28821,31946,136,2024-11-17,Delivered,23551.58,6890.69,16660.89
28822,44768,113,2024-01-12,Delivered,9776.5,0.0,9776.5
28823,30430,123,2024-07-12,Cancelled,16626.35,0.0,16626.35
28824,23403,37,2024-09-30,Shipped,14901.03,120.82,14780.21
28825,31249,181,2024-06-22,Cancelled,1167.89,0.0,1167.89
28826,21206,6,2026-01-01,Delivered,5500.15,428.43,5071.72
28827,40701,57,2026-02-09,Delivered,302440.85,17597.28,284843.57
28828,18552,48,2024-09-29,Processing,227258.31,800.75,226457.56
28829,15268,152,2024-03-22,Delivered,48711.8,860.24,47851.56
28830,34288,116,2024-12-02,Shipped,83.05,20.76,62.29
28831,31909,164,2024-06-09,Shipped,19326.63,0.0,19326.63
28832,2367,115,2024-07-20,Shipped,35890.52,7474.82,28415.7
28833,18454,107,2024-10-26,Delivered,74004.55,0.0,74004.55
28834,13226,106,2024-04-02,Delivered,74502.83,2236.04,72266.79
28835,48095,166,2026-02-18,Delivered,37659.25,0.0,37659.25
28836,46688,70,2024-10-07,Delivered,54471.61,0.0,54471.61
28837,26211,171,2024-12-04,Delivered,350229.75,2014.16,348215.59
28838,48817,194,2024-04-09,Shipped,120326.59,0.0,120326.59
28839,44243,42,2024-08-15,Delivered,126769.17,0.0,126769.17
28840,33124,172,2025-05-12,Delivered,378731.78,0.0,378731.78
28841,24843,33,2026-02-22,Delivered,22439.28,0.0,22439.28
28842,16012,165,2024-11-27,Processing,364613.17,0.0,364613.17
28843,10602,68,2024-10-25,Out for Delivery,19810.98,0.0,19810.98
28844,24772,132,2024-05-23,Delivered,42807.75,1278.51,41529.24
28845,14879,55,2024-02-02,Delivered,20778.63,0.0,20778.63
28846,44918,92,2024-05-22,Delivered,118650.92,162.66,118488.26
28847,39101,110,2025-04-04,Delivered,105114.51,0.0,105114.51
28848,39070,71,2024-10-06,Delivered,5791.61,0.0,5791.61
28849,24271,130,2024-12-29,Delivered,6374.48,32.88,6341.6
28850,18654,11,2025-01-01,Out for Delivery,41294.04,0.0,41294.04
28851,5144,148,2024-05-05,Out for Delivery,52116.53,7738.0,44378.53
28852,16831,41,2025-04-21,Failed,2554.5,0.0,2554.5
28853,43470,93,2025-06-29,Delivered,425460.87,0.0,425460.87
28854,15946,28,2024-10-19,Cancelled,482411.86,0.0,482411.86
28855,23386,102,2024-02-20,Shipped,185404.79,0.0,185404.79
28856,1190,64,2025-12-13,Delivered,48950.65,6399.01,42551.64
28857,42395,86,2025-10-27,Delivered,53057.48,0.0,53057.48
28858,45943,114,2024-05-16,Delivered,85414.24,17903.56,67510.68
28859,16670,72,2024-04-04,Delivered,155499.34,399.65,155099.69
28860,9318,188,2026-02-13,Processing,580483.88,23666.41,556817.47
28861,16517,26,2025-06-14,Delivered,76794.57,0.0,76794.57
28862,24033,117,2025-05-17,Delivered,6207.16,0.0,6207.16
28863,24028,185,2025-08-02,Delivered,9786.48,0.0,9786.48
28864,27797,32,2025-05-21,Delivered,187384.4,2629.27,184755.13
28865,10644,76,2025-02-01,Failed,30451.86,481.76,29970.1
