order_item_id,order_id,prod_id,quantity,unit_price,gross_amount,discount_amount,net_amount
120886,48468,1303,3,2316.07,6948.21,0.0,6948.21
120887,48469,754,2,135276.74,270553.48,0.0,270553.48
120888,48469,3515,1,1517.31,1517.31,0.0,1517.31
120889,48470,150,2,64481.93,128963.86,0.0,128963.86
120890,48470,3102,2,1961.97,3923.94,0.0,3923.94
120891,48470,5970,2,12064.47,24128.94,2412.89,21716.05
120892,48471,3833,2,13761.11,27522.22,0.0,27522.22
120893,48471,4019,2,14655.8,29311.6,0.0,29311.6
120894,48471,2952,2,3352.73,6705.46,1676.36,5029.1
120895,48472,1596,1,2907.9,2907.9,0.0,2907.9
120896,48472,2896,1,559.38,559.38,0.0,559.38
120897,48472,5860,1,46319.22,46319.22,0.0,46319.22
120898,48472,394,2,48070.77,96141.54,0.0,96141.54
120899,48473,4136,1,6465.83,6465.83,0.0,6465.83
120900,48473,2719,1,1680.57,1680.57,0.0,1680.57
120901,48473,3961,1,4827.3,4827.3,0.0,4827.3
120902,48473,3160,2,956.23,1912.46,0.0,1912.46
120903,48474,4327,2,8551.3,17102.6,2565.39,14537.21
120904,48475,3079,3,1369.74,4109.22,0.0,4109.22
120905,48475,3421,1,675.16,675.16,0.0,675.16
120906,48475,5782,2,37998.11,75996.22,3799.81,72196.41
120907,48476,5883,3,44575.17,133725.51,0.0,133725.51
120908,48477,1776,3,35227.54,105682.62,0.0,105682.62
120909,48477,308,3,32088.7,96266.1,0.0,96266.1
120910,48477,159,3,28206.17,84618.51,0.0,84618.51
120911,48477,2931,2,3008.91,6017.82,0.0,6017.82
120912,48478,1796,3,22779.44,68338.32,0.0,68338.32
120913,48478,4711,1,5822.64,5822.64,291.13,5531.51
120914,48478,3716,3,9325.21,27975.63,0.0,27975.63
120915,48479,4354,3,5640.85,16922.55,0.0,16922.55
120916,48480,151,2,34818.24,69636.48,0.0,69636.48
120917,48480,677,2,31947.28,63894.56,0.0,63894.56
120918,48481,3267,1,1229.37,1229.37,0.0,1229.37
120919,48481,1141,1,2183.67,2183.67,0.0,2183.67
120920,48482,2859,1,3699.0,3699.0,0.0,3699.0
120921,48482,4778,3,1534.35,4603.05,1380.92,3222.13
120922,48482,1428,2,6908.76,13817.52,0.0,13817.52
120923,48483,3723,1,13625.07,13625.07,0.0,13625.07
120924,48483,5075,1,997.48,997.48,0.0,997.48
120925,48483,3210,2,1647.73,3295.46,0.0,3295.46
120926,48483,4970,1,471.85,471.85,70.78,401.07
120927,48484,3436,1,1340.06,1340.06,134.01,1206.05
120928,48485,1803,1,39552.2,39552.2,0.0,39552.2
120929,48486,4552,1,3061.7,3061.7,306.17,2755.53
120930,48486,2517,2,622.41,1244.82,0.0,1244.82
120931,48487,2372,3,3489.95,10469.85,0.0,10469.85
120932,48487,2613,3,3120.25,9360.75,0.0,9360.75
120933,48487,4390,3,9643.96,28931.88,0.0,28931.88
120934,48488,3645,3,1634.11,4902.33,0.0,4902.33
120935,48489,1591,1,3746.77,3746.77,0.0,3746.77
120936,48489,1042,1,2012.49,2012.49,0.0,2012.49
120937,48490,3979,1,12049.61,12049.61,0.0,12049.61
120938,48490,2768,3,152.95,458.85,0.0,458.85
120939,48490,3106,1,1106.1,1106.1,0.0,1106.1
120940,48490,4144,3,12926.71,38780.13,7756.03,31024.1
120941,48491,3734,2,3649.0,7298.0,0.0,7298.0
120942,48492,231,1,23008.41,23008.41,0.0,23008.41
120943,48492,5505,2,11878.25,23756.5,0.0,23756.5
120944,48493,2203,2,24236.74,48473.48,0.0,48473.48
120945,48493,1519,1,5406.77,5406.77,0.0,5406.77
120946,48493,2004,3,32243.7,96731.1,0.0,96731.1
120947,48494,3753,2,8912.9,17825.8,0.0,17825.8
120948,48494,1784,3,39651.52,118954.56,0.0,118954.56
120949,48494,872,2,4734.45,9468.9,0.0,9468.9
120950,48494,3505,3,920.78,2762.34,0.0,2762.34
120951,48495,4193,3,10319.74,30959.22,0.0,30959.22
120952,48496,3924,3,6485.42,19456.26,0.0,19456.26
120953,48497,4798,1,748.16,748.16,0.0,748.16
120954,48497,5877,3,2736.79,8210.37,0.0,8210.37
120955,48497,793,1,102445.88,102445.88,0.0,102445.88
120956,48498,1352,3,9708.61,29125.83,0.0,29125.83
120957,48498,2068,1,20280.33,20280.33,0.0,20280.33
120958,48498,535,2,127922.37,255844.74,51168.95,204675.79
120959,48498,5558,2,8534.61,17069.22,0.0,17069.22
120960,48499,2649,3,4222.27,12666.81,633.34,12033.47
120961,48499,202,2,5344.33,10688.66,0.0,10688.66
120962,48499,4655,1,9227.09,9227.09,0.0,9227.09
120963,48500,3587,3,1860.06,5580.18,0.0,5580.18
120964,48500,2219,2,20588.63,41177.26,0.0,41177.26
120965,48500,5175,1,6613.62,6613.62,0.0,6613.62
120966,48500,2214,2,29378.31,58756.62,0.0,58756.62
120967,48501,896,1,7466.16,7466.16,0.0,7466.16
120968,48502,4392,2,8753.08,17506.16,0.0,17506.16
120969,48503,3498,1,1170.45,1170.45,0.0,1170.45
120970,48503,598,2,3063.22,6126.44,918.97,5207.47
120971,48504,4380,1,6316.68,6316.68,0.0,6316.68
120972,48505,1694,2,13218.29,26436.58,0.0,26436.58
120973,48505,3309,2,1028.08,2056.16,0.0,2056.16
120974,48505,2980,2,398.14,796.28,0.0,796.28
120975,48506,833,2,9101.99,18203.98,0.0,18203.98
120976,48506,3951,2,1116.16,2232.32,0.0,2232.32
120977,48506,2514,3,481.32,1443.96,0.0,1443.96
120978,48506,879,1,5441.85,5441.85,0.0,5441.85
120979,48507,2923,2,3929.76,7859.52,0.0,7859.52
120980,48508,1543,1,6597.78,6597.78,0.0,6597.78
120981,48508,4435,2,4867.67,9735.34,0.0,9735.34
120982,48509,1066,2,5886.89,11773.78,1766.07,10007.71
120983,48509,2015,2,27108.71,54217.42,0.0,54217.42
120984,48509,2182,1,5850.86,5850.86,1170.17,4680.69
120985,48510,3696,2,8144.32,16288.64,0.0,16288.64
120986,48510,4432,1,5000.73,5000.73,0.0,5000.73
120987,48511,4854,1,1767.27,1767.27,0.0,1767.27
120988,48512,5097,2,1917.34,3834.68,0.0,3834.68
120989,48512,67,3,64540.9,193622.7,0.0,193622.7
120990,48512,3360,2,1004.14,2008.28,0.0,2008.28
120991,48513,4155,3,12349.11,37047.33,11114.2,25933.13
120992,48513,3227,2,483.58,967.16,0.0,967.16
120993,48513,5091,2,144.7,289.4,0.0,289.4
120994,48513,1246,2,7695.1,15390.2,769.51,14620.69
120995,48514,1454,3,1196.07,3588.21,1076.46,2511.75
120996,48514,3909,2,3223.81,6447.62,0.0,6447.62
120997,48514,2430,1,385.4,385.4,0.0,385.4
120998,48514,5673,3,33535.59,100606.77,15091.02,85515.75
120999,48515,4436,2,2987.18,5974.36,0.0,5974.36
121000,48515,4050,2,11728.14,23456.28,0.0,23456.28
121001,48515,2790,1,3175.96,3175.96,0.0,3175.96
121002,48515,1288,3,7319.56,21958.68,0.0,21958.68
121003,48516,2426,3,216.84,650.52,0.0,650.52
121004,48516,5390,3,5003.32,15009.96,0.0,15009.96
121005,48517,2510,3,3785.81,11357.43,0.0,11357.43
121006,48517,2744,1,2347.18,2347.18,0.0,2347.18
121007,48517,4435,3,4867.67,14603.01,730.15,13872.86
121008,48517,4676,2,4387.67,8775.34,0.0,8775.34
121009,48518,3429,3,1433.67,4301.01,1290.3,3010.71
121010,48518,4265,2,2208.54,4417.08,0.0,4417.08
121011,48518,5506,2,12461.49,24922.98,2492.3,22430.68
121012,48519,2819,2,3521.49,7042.98,0.0,7042.98
121013,48520,2332,2,1054.68,2109.36,0.0,2109.36
121014,48520,1026,2,8425.39,16850.78,0.0,16850.78
121015,48521,3885,2,2889.26,5778.52,0.0,5778.52
121016,48521,6011,2,26913.14,53826.28,0.0,53826.28
121017,48521,4366,3,5127.43,15382.29,0.0,15382.29
121018,48521,1695,2,6640.12,13280.24,2656.05,10624.19
121019,48522,5556,1,2568.86,2568.86,0.0,2568.86
121020,48522,2503,3,4109.56,12328.68,0.0,12328.68
121021,48522,813,3,82244.57,246733.71,0.0,246733.71
121022,48523,3389,3,1958.81,5876.43,0.0,5876.43
121023,48524,4876,1,1357.24,1357.24,0.0,1357.24
121024,48524,2600,3,4518.86,13556.58,0.0,13556.58
121025,48524,1004,3,7119.9,21359.7,0.0,21359.7
121026,48525,5406,2,10637.33,21274.66,0.0,21274.66
121027,48525,1456,2,5588.14,11176.28,1117.63,10058.65
121028,48526,4760,3,718.07,2154.21,0.0,2154.21
121029,48526,1914,3,25314.5,75943.5,0.0,75943.5
121030,48526,2435,3,4462.33,13386.99,0.0,13386.99
121031,48526,304,1,51656.8,51656.8,5165.68,46491.12
121032,48527,3390,1,1482.29,1482.29,0.0,1482.29
121033,48527,3481,1,1982.75,1982.75,594.82,1387.93
121034,48528,419,2,127432.03,254864.06,50972.81,203891.25
121035,48528,3578,2,808.08,1616.16,0.0,1616.16
121036,48528,3791,1,753.39,753.39,0.0,753.39
121037,48529,2650,3,3809.13,11427.39,0.0,11427.39
121038,48529,7,3,67294.91,201884.73,0.0,201884.73
121039,48529,3816,2,11313.34,22626.68,3394.0,19232.68
121040,48530,1961,3,12770.85,38312.55,0.0,38312.55
121041,48530,653,1,51503.58,51503.58,0.0,51503.58
121042,48530,5799,2,45876.56,91753.12,0.0,91753.12
121043,48530,3052,1,1834.31,1834.31,0.0,1834.31
121044,48531,3984,1,12065.9,12065.9,1809.88,10256.02
121045,48531,1411,2,6845.97,13691.94,0.0,13691.94
121046,48531,3604,2,790.79,1581.58,0.0,1581.58
121047,48531,3784,1,9202.69,9202.69,2300.67,6902.02
121048,48532,858,1,9996.7,9996.7,0.0,9996.7
121049,48532,4665,3,2014.76,6044.28,0.0,6044.28
121050,48533,5705,3,23304.49,69913.47,0.0,69913.47
121051,48533,450,3,112270.0,336810.0,0.0,336810.0
121052,48534,1689,3,2980.78,8942.34,0.0,8942.34
121053,48534,4326,2,6042.78,12085.56,0.0,12085.56
121054,48535,6005,1,28900.65,28900.65,0.0,28900.65
121055,48536,3327,2,498.72,997.44,0.0,997.44
121056,48536,1553,1,4614.67,4614.67,1384.4,3230.27
121057,48536,2673,3,292.27,876.81,0.0,876.81
121058,48536,1738,1,8166.33,8166.33,0.0,8166.33
121059,48537,776,2,3488.56,6977.12,0.0,6977.12
121060,48538,944,3,2798.6,8395.8,419.79,7976.01
121061,48539,907,2,5239.8,10479.6,0.0,10479.6
121062,48539,295,1,65279.38,65279.38,0.0,65279.38
121063,48539,3422,2,1045.47,2090.94,0.0,2090.94
121064,48539,1492,1,543.34,543.34,0.0,543.34
121065,48540,1183,3,2940.44,8821.32,0.0,8821.32
121066,48540,5899,3,4042.24,12126.72,0.0,12126.72
121067,48541,1417,2,4515.17,9030.34,0.0,9030.34
121068,48542,5485,3,490.07,1470.21,441.06,1029.15
121069,48542,1413,3,1928.42,5785.26,0.0,5785.26
121070,48543,3760,1,5967.22,5967.22,298.36,5668.86
121071,48543,188,1,112997.58,112997.58,0.0,112997.58
121072,48543,3855,2,11076.29,22152.58,0.0,22152.58
121073,48543,277,2,125431.02,250862.04,0.0,250862.04
121074,48544,5694,2,28002.98,56005.96,0.0,56005.96
121075,48544,4450,1,3636.03,3636.03,0.0,3636.03
121076,48544,3204,2,1512.91,3025.82,0.0,3025.82
121077,48545,654,3,112518.6,337555.8,50633.37,286922.43
121078,48545,5008,1,1406.89,1406.89,0.0,1406.89
121079,48545,2372,3,3489.95,10469.85,0.0,10469.85
121080,48545,573,2,132782.87,265565.74,0.0,265565.74
121081,48546,842,3,2570.55,7711.65,0.0,7711.65
121082,48546,1,1,125812.07,125812.07,12581.21,113230.86
121083,48546,909,3,8885.25,26655.75,0.0,26655.75
121084,48547,932,3,6297.82,18893.46,0.0,18893.46
121085,48548,3593,3,208.29,624.87,0.0,624.87
121086,48548,4903,3,1015.22,3045.66,0.0,3045.66
121087,48548,5344,2,7313.39,14626.78,0.0,14626.78
121088,48548,5233,2,6542.99,13085.98,0.0,13085.98
121089,48549,1796,2,22779.44,45558.88,2277.94,43280.94
121090,48550,877,2,7123.24,14246.48,0.0,14246.48
121091,48550,2872,2,1243.59,2487.18,0.0,2487.18
121092,48551,973,1,3423.73,3423.73,0.0,3423.73
121093,48551,3905,3,13226.05,39678.15,0.0,39678.15
121094,48551,1646,3,6089.13,18267.39,0.0,18267.39
121095,48551,3343,1,282.52,282.52,0.0,282.52
121096,48552,1482,2,5093.62,10187.24,3056.17,7131.07
121097,48553,1600,3,8540.79,25622.37,0.0,25622.37
121098,48554,67,2,64540.9,129081.8,12908.18,116173.62
121099,48554,3667,2,628.3,1256.6,0.0,1256.6
121100,48554,5444,3,5513.65,16540.95,0.0,16540.95
121101,48555,4061,3,13853.92,41561.76,0.0,41561.76
121102,48556,4794,2,1605.85,3211.7,0.0,3211.7
121103,48556,260,2,11866.19,23732.38,0.0,23732.38
121104,48556,4377,1,1158.26,1158.26,0.0,1158.26
121105,48556,3460,3,1318.45,3955.35,197.77,3757.58
121106,48557,5545,1,10234.06,10234.06,0.0,10234.06
121107,48557,4400,2,1826.44,3652.88,0.0,3652.88
121108,48557,1465,3,7427.35,22282.05,0.0,22282.05
121109,48558,1760,2,39919.38,79838.76,0.0,79838.76
121110,48558,4339,3,4991.68,14975.04,2995.01,11980.03
121111,48559,3802,3,2807.12,8421.36,1263.2,7158.16
121112,48559,2345,1,2581.06,2581.06,0.0,2581.06
121113,48559,330,2,80041.04,160082.08,24012.31,136069.77
121114,48560,1735,1,4410.55,4410.55,0.0,4410.55
121115,48560,5055,3,1734.2,5202.6,0.0,5202.6
121116,48560,388,1,93931.14,93931.14,14089.67,79841.47
121117,48561,1247,3,7503.9,22511.7,0.0,22511.7
121118,48561,3459,3,96.53,289.59,0.0,289.59
121119,48561,240,3,63883.99,191651.97,0.0,191651.97
121120,48562,3635,1,1168.37,1168.37,0.0,1168.37
121121,48562,906,2,3413.75,6827.5,0.0,6827.5
121122,48563,4693,3,3007.93,9023.79,0.0,9023.79
121123,48564,239,1,97718.61,97718.61,19543.72,78174.89
121124,48564,3031,1,1197.02,1197.02,0.0,1197.02
121125,48564,1610,1,6824.0,6824.0,0.0,6824.0
121126,48565,1600,2,8540.79,17081.58,0.0,17081.58
121127,48566,4229,3,12893.53,38680.59,0.0,38680.59
121128,48566,4611,2,2430.47,4860.94,0.0,4860.94
121129,48566,3812,1,5938.22,5938.22,0.0,5938.22
121130,48566,3141,2,868.89,1737.78,0.0,1737.78
121131,48567,4764,1,1315.05,1315.05,394.52,920.53
121132,48567,154,1,59382.04,59382.04,0.0,59382.04
121133,48567,5632,1,49363.16,49363.16,0.0,49363.16
121134,48567,4856,2,1591.09,3182.18,0.0,3182.18
121135,48568,3317,1,766.25,766.25,0.0,766.25
121136,48568,2279,2,7980.76,15961.52,0.0,15961.52
121137,48568,179,1,32615.29,32615.29,0.0,32615.29
121138,48569,842,1,2570.55,2570.55,0.0,2570.55
121139,48569,4615,2,4039.7,8079.4,0.0,8079.4
121140,48569,1203,3,5535.69,16607.07,3321.41,13285.66
121141,48569,5119,3,287.08,861.24,0.0,861.24
121142,48570,4981,3,85.95,257.85,0.0,257.85
121143,48570,3611,1,1731.05,1731.05,0.0,1731.05
121144,48570,5924,3,3101.84,9305.52,930.55,8374.97
121145,48570,4202,1,1883.06,1883.06,0.0,1883.06
121146,48571,1441,1,7687.01,7687.01,1153.05,6533.96
121147,48572,1760,3,39919.38,119758.14,0.0,119758.14
121148,48572,3161,3,1573.63,4720.89,0.0,4720.89
121149,48572,1686,3,4603.67,13811.01,0.0,13811.01
121150,48573,2019,3,1702.62,5107.86,0.0,5107.86
121151,48573,5049,1,70.89,70.89,0.0,70.89
121152,48574,1229,3,9982.64,29947.92,0.0,29947.92
121153,48574,3723,2,13625.07,27250.14,0.0,27250.14
121154,48574,326,3,77257.44,231772.32,0.0,231772.32
121155,48575,1561,3,9165.89,27497.67,0.0,27497.67
121156,48575,1914,2,25314.5,50629.0,0.0,50629.0
121157,48575,3333,2,1440.05,2880.1,0.0,2880.1
121158,48575,1340,2,6647.19,13294.38,0.0,13294.38
121159,48576,101,3,110668.62,332005.86,0.0,332005.86
121160,48576,5125,3,1046.62,3139.86,0.0,3139.86
121161,48576,5254,1,10885.17,10885.17,0.0,10885.17
121162,48576,129,1,8580.62,8580.62,0.0,8580.62
121163,48577,5843,2,39352.34,78704.68,0.0,78704.68
121164,48577,296,2,22714.11,45428.22,0.0,45428.22
121165,48577,1342,1,2537.54,2537.54,0.0,2537.54
121166,48578,5804,2,19638.84,39277.68,0.0,39277.68
121167,48578,1153,2,5673.04,11346.08,1134.61,10211.47
121168,48579,3332,3,519.26,1557.78,77.89,1479.89
121169,48579,3443,3,564.77,1694.31,0.0,1694.31
121170,48579,1135,1,3489.8,3489.8,174.49,3315.31
121171,48579,5044,1,166.91,166.91,0.0,166.91
121172,48580,2948,3,4405.74,13217.22,0.0,13217.22
121173,48581,4747,3,269.46,808.38,0.0,808.38
121174,48581,3706,1,14107.39,14107.39,0.0,14107.39
121175,48582,4292,3,2894.51,8683.53,0.0,8683.53
121176,48583,1135,1,3489.8,3489.8,0.0,3489.8
121177,48584,5529,3,405.11,1215.33,0.0,1215.33
121178,48585,5819,3,46938.59,140815.77,0.0,140815.77
121179,48585,4973,1,1513.8,1513.8,0.0,1513.8
121180,48585,4054,3,13066.59,39199.77,0.0,39199.77
121181,48585,5769,2,29945.66,59891.32,0.0,59891.32
121182,48586,4545,1,9206.9,9206.9,0.0,9206.9
121183,48587,4005,3,3363.76,10091.28,0.0,10091.28
121184,48587,5777,2,19385.13,38770.26,0.0,38770.26
121185,48588,1274,1,4878.29,4878.29,487.83,4390.46
121186,48589,4724,3,3466.71,10400.13,0.0,10400.13
121187,48589,5884,2,39643.18,79286.36,0.0,79286.36
121188,48589,5149,2,781.01,1562.02,0.0,1562.02
121189,48590,1240,2,8443.56,16887.12,0.0,16887.12
121190,48591,3749,2,12981.84,25963.68,1298.18,24665.5
121191,48591,3559,2,1422.08,2844.16,0.0,2844.16
121192,48591,5019,2,396.38,792.76,0.0,792.76
121193,48591,1476,2,4049.23,8098.46,0.0,8098.46
121194,48592,4834,3,1804.8,5414.4,0.0,5414.4
121195,48592,4738,3,1573.93,4721.79,0.0,4721.79
121196,48592,5511,2,5103.69,10207.38,3062.21,7145.17
121197,48593,1543,3,6597.78,19793.34,0.0,19793.34
121198,48593,5766,3,9069.91,27209.73,4081.46,23128.27
121199,48594,5430,2,5057.13,10114.26,0.0,10114.26
121200,48595,3568,3,1634.82,4904.46,490.45,4414.01
121201,48595,1044,2,4457.17,8914.34,0.0,8914.34
121202,48595,3103,1,1046.13,1046.13,0.0,1046.13
121203,48595,3847,2,5392.24,10784.48,0.0,10784.48
121204,48596,2418,3,3716.62,11149.86,0.0,11149.86
121205,48596,1216,1,5280.24,5280.24,1320.06,3960.18
121206,48597,3696,2,8144.32,16288.64,0.0,16288.64
121207,48597,4166,2,3610.37,7220.74,0.0,7220.74
121208,48597,1893,1,3479.7,3479.7,695.94,2783.76
121209,48598,2669,2,1654.9,3309.8,0.0,3309.8
121210,48599,1495,3,7105.43,21316.29,0.0,21316.29
121211,48599,5374,2,5979.1,11958.2,0.0,11958.2
121212,48600,2918,2,213.06,426.12,0.0,426.12
121213,48600,4264,1,796.95,796.95,0.0,796.95
121214,48600,5071,3,921.17,2763.51,0.0,2763.51
121215,48601,2081,1,17175.22,17175.22,4293.8,12881.42
121216,48602,4547,1,7865.31,7865.31,0.0,7865.31
121217,48603,5047,3,1702.67,5108.01,0.0,5108.01
121218,48604,3260,3,72.78,218.34,10.92,207.42
121219,48604,4030,1,311.36,311.36,0.0,311.36
121220,48604,197,2,140380.35,280760.7,0.0,280760.7
121221,48605,5156,2,7367.33,14734.66,0.0,14734.66
121222,48606,4529,1,6709.04,6709.04,0.0,6709.04
121223,48607,2702,2,2764.75,5529.5,0.0,5529.5
121224,48607,3587,1,1860.06,1860.06,0.0,1860.06
121225,48607,4084,3,10969.81,32909.43,6581.89,26327.54
121226,48608,2189,1,22533.62,22533.62,0.0,22533.62
121227,48608,626,1,25347.97,25347.97,0.0,25347.97
121228,48609,2559,3,4179.19,12537.57,0.0,12537.57
121229,48609,3503,1,1205.14,1205.14,120.51,1084.63
121230,48609,1088,1,2079.67,2079.67,207.97,1871.7
121231,48609,4654,2,3421.41,6842.82,0.0,6842.82
121232,48610,61,2,52354.91,104709.82,0.0,104709.82
121233,48610,5585,2,5675.24,11350.48,0.0,11350.48
121234,48610,1362,2,5745.86,11491.72,0.0,11491.72
121235,48611,4031,1,5935.91,5935.91,0.0,5935.91
121236,48611,2944,2,3860.37,7720.74,1158.11,6562.63
121237,48612,1069,3,4120.64,12361.92,618.1,11743.82
121238,48612,45,1,107847.32,107847.32,0.0,107847.32
121239,48613,142,1,108710.61,108710.61,0.0,108710.61
121240,48613,5339,2,3857.67,7715.34,0.0,7715.34
121241,48613,2004,1,32243.7,32243.7,0.0,32243.7
121242,48613,3064,1,999.49,999.49,149.92,849.57
121243,48614,945,3,624.03,1872.09,0.0,1872.09
121244,48614,2236,3,6564.49,19693.47,0.0,19693.47
121245,48614,5567,3,791.46,2374.38,0.0,2374.38
121246,48615,3575,2,412.09,824.18,164.84,659.34
121247,48615,5113,1,593.15,593.15,0.0,593.15
121248,48615,1103,1,6883.79,6883.79,0.0,6883.79
121249,48615,5343,1,9561.32,9561.32,0.0,9561.32
121250,48616,3430,1,1448.06,1448.06,0.0,1448.06
121251,48616,5020,2,1273.5,2547.0,0.0,2547.0
121252,48616,5917,2,5583.86,11167.72,0.0,11167.72
121253,48617,5299,3,8367.85,25103.55,7531.06,17572.49
121254,48617,1503,3,8453.5,25360.5,0.0,25360.5
121255,48617,995,1,1060.82,1060.82,0.0,1060.82
121256,48617,109,1,8456.82,8456.82,0.0,8456.82
121257,48618,2122,2,31795.0,63590.0,0.0,63590.0
121258,48618,4268,2,3119.48,6238.96,1559.74,4679.22
121259,48618,2176,3,39967.2,119901.6,0.0,119901.6
121260,48618,2087,1,25280.05,25280.05,6320.01,18960.04
121261,48619,2032,2,22733.46,45466.92,0.0,45466.92
121262,48619,2389,1,1665.85,1665.85,0.0,1665.85
121263,48620,2072,2,28433.05,56866.1,2843.3,54022.8
121264,48620,5349,3,1643.88,4931.64,739.75,4191.89
121265,48621,183,2,90464.48,180928.96,9046.45,171882.51
121266,48621,4682,1,3052.83,3052.83,0.0,3052.83
121267,48621,2865,3,2931.35,8794.05,0.0,8794.05
121268,48621,3651,2,1051.13,2102.26,0.0,2102.26
121269,48622,511,3,105703.23,317109.69,0.0,317109.69
121270,48622,1454,3,1196.07,3588.21,0.0,3588.21
121271,48622,5223,2,9956.94,19913.88,0.0,19913.88
121272,48623,4595,2,692.15,1384.3,0.0,1384.3
121273,48623,1097,1,6496.06,6496.06,0.0,6496.06
121274,48624,2501,2,3264.52,6529.04,0.0,6529.04
121275,48624,1320,3,384.99,1154.97,0.0,1154.97
121276,48624,1830,1,33151.09,33151.09,4972.66,28178.43
121277,48624,2677,3,4946.4,14839.2,0.0,14839.2
121278,48625,275,1,72403.34,72403.34,0.0,72403.34
121279,48626,154,1,59382.04,59382.04,17814.61,41567.43
121280,48626,1697,3,6408.59,19225.77,0.0,19225.77
121281,48627,2151,1,23818.83,23818.83,0.0,23818.83
121282,48627,2240,1,31680.63,31680.63,0.0,31680.63
121283,48628,4888,3,1620.04,4860.12,0.0,4860.12
121284,48628,4929,1,1078.72,1078.72,53.94,1024.78
121285,48628,1652,2,5172.46,10344.92,0.0,10344.92
121286,48629,2378,2,2454.86,4909.72,0.0,4909.72
121287,48630,2476,2,4981.98,9963.96,0.0,9963.96
121288,48630,4900,1,898.36,898.36,0.0,898.36
121289,48630,262,2,7036.24,14072.48,0.0,14072.48
121290,48631,3885,3,2889.26,8667.78,0.0,8667.78
121291,48631,1264,1,2347.25,2347.25,586.81,1760.44
121292,48631,3236,3,394.1,1182.3,0.0,1182.3
121293,48632,5006,1,132.29,132.29,0.0,132.29
121294,48632,4381,3,6927.43,20782.29,0.0,20782.29
121295,48632,467,2,146247.02,292494.04,14624.7,277869.34
121296,48632,932,3,6297.82,18893.46,0.0,18893.46
121297,48633,27,1,24583.74,24583.74,0.0,24583.74
121298,48633,4784,2,990.55,1981.1,0.0,1981.1
121299,48633,328,1,65990.45,65990.45,0.0,65990.45
121300,48634,4250,2,7014.6,14029.2,4208.76,9820.44
121301,48634,4129,3,5092.69,15278.07,1527.81,13750.26
121302,48634,4231,2,2463.13,4926.26,0.0,4926.26
121303,48635,3182,2,1946.05,3892.1,0.0,3892.1
121304,48635,1868,2,34786.69,69573.38,6957.34,62616.04
121305,48636,659,2,5612.47,11224.94,2244.99,8979.95
121306,48636,5634,3,41579.02,124737.06,12473.71,112263.35
121307,48636,3566,2,414.71,829.42,0.0,829.42
121308,48636,3389,3,1958.81,5876.43,0.0,5876.43
121309,48637,4874,3,133.13,399.39,0.0,399.39
121310,48637,1585,3,2891.02,8673.06,0.0,8673.06
121311,48638,2076,2,33498.91,66997.82,0.0,66997.82
121312,48639,2010,3,4965.77,14897.31,0.0,14897.31
121313,48639,5690,3,41736.7,125210.1,0.0,125210.1
121314,48640,567,1,89871.55,89871.55,26961.46,62910.09
121315,48640,5811,1,25667.59,25667.59,2566.76,23100.83
121316,48640,5438,1,13960.94,13960.94,0.0,13960.94
121317,48641,2349,1,735.9,735.9,0.0,735.9
121318,48641,1706,3,17272.6,51817.8,0.0,51817.8
121319,48642,4854,1,1767.27,1767.27,0.0,1767.27
121320,48642,2448,1,3232.9,3232.9,0.0,3232.9
121321,48642,752,2,73974.32,147948.64,7397.43,140551.21
121322,48642,126,1,81379.76,81379.76,0.0,81379.76
121323,48643,5369,2,13729.38,27458.76,0.0,27458.76
121324,48644,6004,2,40556.75,81113.5,24334.05,56779.45
121325,48644,1342,3,2537.54,7612.62,0.0,7612.62
121326,48644,3709,3,4275.69,12827.07,0.0,12827.07
121327,48645,5650,3,32179.58,96538.74,0.0,96538.74
121328,48646,3668,3,386.73,1160.19,348.06,812.13
121329,48646,4200,3,1256.3,3768.9,0.0,3768.9
121330,48646,2351,2,1542.76,3085.52,0.0,3085.52
121331,48647,4326,1,6042.78,6042.78,0.0,6042.78
121332,48647,4385,1,9491.38,9491.38,0.0,9491.38
121333,48648,2411,3,1396.65,4189.95,1256.98,2932.97
121334,48649,2078,3,22150.7,66452.1,6645.21,59806.89
121335,48650,4267,3,4828.3,14484.9,0.0,14484.9
121336,48651,1046,1,1206.85,1206.85,0.0,1206.85
121337,48651,226,2,132486.44,264972.88,0.0,264972.88
121338,48652,1628,2,1462.27,2924.54,0.0,2924.54
121339,48652,3805,2,8645.43,17290.86,0.0,17290.86
121340,48652,4021,2,7480.58,14961.16,748.06,14213.1
121341,48652,4792,2,1432.53,2865.06,0.0,2865.06
121342,48653,5980,1,42003.71,42003.71,0.0,42003.71
121343,48653,4213,1,12385.77,12385.77,0.0,12385.77
121344,48653,723,1,48869.98,48869.98,14660.99,34208.99
121345,48654,3643,3,1372.86,4118.58,0.0,4118.58
121346,48654,5065,3,1575.2,4725.6,708.84,4016.76
121347,48654,3936,3,9229.48,27688.44,0.0,27688.44
121348,48654,3876,2,6976.94,13953.88,0.0,13953.88
121349,48655,1638,1,5328.02,5328.02,0.0,5328.02
121350,48655,52,1,50249.13,50249.13,0.0,50249.13
121351,48655,3378,2,1292.51,2585.02,0.0,2585.02
121352,48656,4652,3,2474.85,7424.55,742.46,6682.09
121353,48656,2756,3,4863.44,14590.32,0.0,14590.32
121354,48656,5628,1,31271.39,31271.39,0.0,31271.39
121355,48656,1581,3,8040.52,24121.56,0.0,24121.56
