payment_id,order_id,payment_date,payment_mode,amount
41637,43839,2025-07-01,Debit Card,26576.88
41638,43840,2025-02-28,Credit Card,57832.51
41639,43841,2024-01-10,Credit Card,1759.04
41640,43842,2025-02-08,Gift Card,41737.74
41641,43843,2025-10-29,Net Banking,11995.8
41642,43844,2025-08-27,UPI,37255.78
41643,43845,2024-08-01,Wallet,34029.59
41644,43846,2024-01-17,UPI,4141.23
41645,43847,2024-08-19,Buy Now Pay Later,125431.37
41646,43848,2025-10-05,Debit Card,43547.79
41647,43849,2025-04-01,Debit Card,34130.91
41648,43850,2025-09-08,Credit Card,147880.57
41649,43851,2024-12-20,Net Banking,7982.15
41650,43852,2024-12-10,Wallet,321315.51
41651,43853,2024-11-23,UPI,82555.21
41652,43854,2024-02-18,Wallet,32988.08
41653,43855,2024-04-11,Buy Now Pay Later,41968.62
41654,43856,2025-03-12,Buy Now Pay Later,24740.49
41655,43857,2025-01-22,Wallet,71109.93
41656,43858,2024-01-18,Gift Card,3096.04
41657,43859,2025-08-11,UPI,17131.93
41658,43860,2025-04-29,Wallet,1400.88
41659,43861,2024-09-10,EMI,72792.07
41660,43862,2025-08-11,Cash,182965.72
41661,43863,2024-05-06,Net Banking,195213.2
41662,43864,2025-02-04,Wallet,15333.69
41663,43865,2024-04-28,EMI,4238.68
41664,43866,2025-11-03,Buy Now Pay Later,1702.0
41665,43867,2024-04-02,Buy Now Pay Later,22207.17
41666,43868,2024-09-29,Buy Now Pay Later,26307.97
41667,43869,2025-11-05,Wallet,30183.97
41668,43870,2025-08-07,Gift Card,383.6
41669,43871,2025-05-18,Credit Card,284653.24
41670,43872,2024-04-23,Buy Now Pay Later,30467.01
41671,43873,2025-06-22,Cash,14335.72
41672,43875,2024-12-08,Cash,979.2
41673,43876,2024-09-15,Gift Card,114710.95
41674,43877,2025-04-06,Credit Card,105459.19
41675,43878,2024-10-27,Net Banking,116363.66
41676,43879,2025-02-11,Debit Card,7750.66
41677,43880,2026-01-26,Gift Card,65420.09
41678,43881,2026-01-22,Gift Card,24197.52
41679,43882,2025-05-27,Net Banking,19767.73
41680,43883,2024-07-06,Net Banking,11587.98
41681,43884,2025-04-04,UPI,312500.1
41682,43885,2025-10-16,Credit Card,1517.56
41683,43886,2024-01-11,Credit Card,83152.52
41684,43887,2025-01-06,Cash,40753.38
41685,43888,2025-05-14,Net Banking,139768.38
41686,43889,2024-05-16,Wallet,3478.54
41687,43890,2025-01-13,Gift Card,5453.02
41688,43891,2025-03-20,Credit Card,15921.9
41689,43893,2026-02-03,Credit Card,6818.13
41690,43894,2024-02-10,Debit Card,205202.8
41691,43895,2025-07-11,Wallet,6648.03
41692,43896,2025-05-02,Credit Card,2908.82
41693,43897,2026-02-04,Wallet,119787.53
41694,43898,2025-02-11,Cash,228838.07
41695,43899,2026-02-01,Buy Now Pay Later,122465.23
41696,43900,2026-01-02,EMI,244243.64
41697,43901,2024-03-31,EMI,131599.74
41698,43902,2025-11-08,Wallet,3878.2
41699,43903,2025-03-04,Wallet,206644.3
41700,43904,2025-11-29,Net Banking,7309.9
41701,43905,2026-01-08,UPI,47573.44
41702,43906,2024-11-08,Buy Now Pay Later,51183.94
41703,43907,2025-01-29,Cash,35112.69
41704,43908,2025-06-21,EMI,78388.08
41705,43909,2024-04-26,Gift Card,12461.87
41706,43910,2025-08-07,Credit Card,163363.29
41707,43911,2025-12-09,EMI,33786.72
41708,43912,2024-12-27,Credit Card,32387.9
41709,43913,2026-02-09,Buy Now Pay Later,13870.78
41710,43914,2025-01-09,Buy Now Pay Later,87723.28
41711,43915,2024-02-16,Net Banking,40911.85
41712,43916,2024-01-01,Net Banking,16978.83
41713,43917,2024-03-21,Cash,37209.27
41714,43918,2025-07-23,Cash,119663.92
41715,43919,2025-11-25,Buy Now Pay Later,12704.83
41716,43920,2024-10-29,UPI,56567.25
41717,43921,2025-11-14,Credit Card,21537.54
41718,43922,2024-12-30,Net Banking,110646.79
41719,43923,2024-05-10,Gift Card,1466.04
41720,43924,2024-10-30,Net Banking,4455.37
41721,43925,2025-10-10,Gift Card,184850.17
41722,43926,2026-01-18,Gift Card,96749.93
41723,43927,2024-04-03,Gift Card,22789.16
41724,43928,2025-04-14,EMI,7798.44
41725,43929,2025-01-17,Credit Card,97212.33
41726,43930,2025-12-29,Buy Now Pay Later,1998.98
41727,43931,2025-10-29,Debit Card,30649.84
41728,43932,2025-01-03,Cash,41008.16
41729,43934,2024-03-15,Buy Now Pay Later,33161.18
41730,43935,2025-07-24,Buy Now Pay Later,194215.0
41731,43936,2024-07-04,EMI,316029.89
41732,43937,2024-04-21,Buy Now Pay Later,104257.72
41733,43938,2024-06-01,Debit Card,21735.42
41734,43939,2025-04-14,Debit Card,3531.3
41735,43940,2025-09-12,UPI,87148.64
41736,43941,2025-04-18,Cash,455563.62
41737,43942,2025-01-01,UPI,29616.51
41738,43943,2025-06-18,UPI,358529.25
41739,43944,2025-04-11,Net Banking,43921.27
41740,43945,2025-06-22,Credit Card,1829.43
41741,43946,2025-08-08,Net Banking,8465.54
41742,43947,2024-08-05,Debit Card,375299.04
41743,43948,2024-02-23,Gift Card,178688.17
41744,43949,2024-08-01,Debit Card,7911.29
41745,43951,2025-10-13,Buy Now Pay Later,54482.51
41746,43952,2024-02-25,Debit Card,56070.86
41747,43953,2024-04-22,Buy Now Pay Later,22060.6
41748,43954,2024-10-10,Gift Card,104454.72
41749,43955,2025-07-28,Wallet,28892.93
41750,43956,2024-08-09,Debit Card,29341.53
41751,43957,2025-01-27,Credit Card,250309.71
41752,43958,2024-04-27,Net Banking,23003.26
41753,43959,2026-02-13,Net Banking,37170.38
41754,43960,2024-11-01,UPI,57295.82
41755,43961,2024-10-29,Buy Now Pay Later,19103.88
41756,43962,2024-07-18,Gift Card,2604.82
41757,43963,2025-04-28,Debit Card,112714.62
41758,43964,2025-06-29,EMI,83308.28
41759,43965,2024-01-28,Credit Card,67346.14
41760,43967,2024-09-10,Debit Card,28399.45
41761,43968,2025-05-23,EMI,410.42
41762,43969,2024-10-22,Net Banking,7558.84
41763,43970,2025-10-25,Net Banking,7615.79
41764,43971,2025-12-07,Net Banking,53089.64
41765,43972,2025-12-14,Wallet,388.68
41766,43973,2025-09-07,Net Banking,1314.13
41767,43974,2024-09-24,Credit Card,159182.44
41768,43975,2025-08-11,Gift Card,62229.3
41769,43976,2026-01-14,Debit Card,19001.86
41770,43977,2024-12-11,Credit Card,63867.72
41771,43978,2026-01-11,Net Banking,72564.16
41772,43979,2025-07-30,Buy Now Pay Later,136390.48
41773,43980,2024-09-26,Wallet,581239.34
41774,43981,2025-12-25,EMI,65967.21
41775,43982,2025-11-29,Credit Card,68999.71
41776,43983,2024-12-16,Buy Now Pay Later,16796.0
41777,43984,2024-10-14,Cash,80332.09
41778,43985,2025-01-02,Buy Now Pay Later,38192.6
41779,43986,2025-09-01,EMI,109577.45
41780,43987,2025-03-23,Credit Card,5051.79
41781,43988,2025-09-18,UPI,251452.4
41782,43989,2025-06-07,Buy Now Pay Later,28199.67
41783,43990,2026-01-02,EMI,158947.14
41784,43991,2026-01-26,Net Banking,8849.32
41785,43992,2025-01-18,Gift Card,206363.77
41786,43993,2025-04-18,UPI,15621.5
41787,43994,2024-07-20,Cash,56917.99
41788,43995,2024-03-21,Credit Card,79963.87
41789,43996,2024-02-04,Buy Now Pay Later,136387.94
41790,43997,2025-05-22,Net Banking,179611.21
41791,43998,2025-10-28,Credit Card,22587.06
41792,43999,2024-09-26,Net Banking,150533.15
41793,44001,2025-09-21,Credit Card,49238.85
41794,44002,2025-02-25,Debit Card,115231.12
41795,44003,2025-05-21,EMI,134574.46
41796,44004,2024-03-07,EMI,229773.34
41797,44005,2024-10-18,Net Banking,62108.55
41798,44006,2024-01-19,EMI,176656.29
41799,44007,2026-01-08,EMI,31312.44
41800,44008,2024-12-21,Credit Card,333245.49
41801,44009,2024-02-08,Wallet,3532.17
41802,44010,2024-05-27,Net Banking,144234.28
41803,44011,2025-04-17,Gift Card,1220.13
41804,44012,2025-02-12,EMI,77276.08
41805,44013,2024-01-24,Buy Now Pay Later,185.74
41806,44014,2024-03-05,Buy Now Pay Later,329621.41
41807,44015,2024-12-31,Credit Card,142283.27
41808,44016,2025-12-18,Gift Card,4242.58
41809,44017,2024-03-13,Net Banking,28297.49
41810,44018,2025-07-08,Wallet,39524.77
41811,44019,2025-09-09,Gift Card,79761.86
41812,44020,2024-04-08,Buy Now Pay Later,104702.21
41813,44021,2024-06-01,Wallet,159176.44
41814,44022,2026-01-26,UPI,64209.67
41815,44023,2024-03-17,Credit Card,25338.94
41816,44024,2025-04-06,Wallet,45018.8
41817,44025,2024-11-07,Net Banking,30809.57
41818,44026,2025-08-13,UPI,14731.04
41819,44027,2025-07-14,Credit Card,223066.51
41820,44028,2025-04-01,Credit Card,28779.12
41821,44029,2025-08-21,Wallet,278296.94
41822,44030,2024-07-12,EMI,17641.21
41823,44031,2024-11-30,Net Banking,71259.15
41824,44032,2024-08-22,Gift Card,61195.53
41825,44033,2026-01-09,Debit Card,26364.18
41826,44034,2024-09-10,Gift Card,26308.26
41827,44035,2025-02-05,Cash,30116.45
41828,44036,2024-10-27,Net Banking,440352.19
41829,44037,2024-03-15,Cash,18281.1
41830,44038,2026-01-11,Net Banking,30102.76
41831,44039,2026-01-23,Net Banking,351481.4
41832,44040,2026-01-03,Buy Now Pay Later,69850.82
41833,44041,2025-01-10,Gift Card,85978.69
41834,44042,2024-01-16,UPI,71466.26
41835,44043,2024-04-30,Debit Card,74674.04
41836,44044,2025-02-16,EMI,38925.25
41837,44045,2025-05-19,UPI,55198.65
41838,44046,2024-12-14,Credit Card,5554.48
41839,44047,2024-01-13,EMI,46051.59
41840,44048,2024-11-01,Gift Card,19297.7
41841,44050,2025-06-06,Credit Card,31682.57
41842,44051,2024-10-20,Debit Card,301359.44
41843,44052,2025-11-17,Wallet,96516.74
41844,44053,2025-08-21,Cash,9428.46
41845,44054,2024-08-29,Credit Card,3581.27
41846,44055,2025-05-04,Debit Card,19541.64
41847,44056,2025-10-27,Net Banking,42473.16
41848,44057,2024-09-03,Gift Card,57081.77
41849,44058,2024-07-08,UPI,61094.8
41850,44059,2026-02-22,Buy Now Pay Later,45687.99
41851,44060,2025-11-28,Gift Card,13463.07
41852,44061,2026-02-13,Gift Card,205027.74
41853,44062,2026-01-19,Net Banking,75322.58
41854,44063,2025-08-06,Gift Card,8736.06
41855,44064,2025-11-29,Cash,1430.36
41856,44065,2025-09-17,Wallet,148254.45
41857,44066,2025-05-15,Wallet,14147.41
41858,44067,2025-05-07,Debit Card,18016.38
41859,44068,2025-01-16,Wallet,36556.98
41860,44069,2024-03-28,UPI,43993.07
41861,44070,2025-12-22,UPI,20677.07
41862,44071,2025-12-06,Debit Card,98226.94
41863,44072,2024-10-11,Credit Card,120708.06
41864,44073,2024-07-04,Debit Card,1614.37
41865,44074,2025-08-11,Cash,178064.84
41866,44075,2024-09-16,Net Banking,383848.71
41867,44077,2025-09-06,UPI,79537.76
41868,44078,2025-08-09,Cash,3230.63
41869,44079,2024-11-16,Wallet,119787.18
41870,44081,2024-01-27,Debit Card,24179.1
41871,44082,2024-03-26,Gift Card,92319.54
41872,44083,2025-12-26,EMI,206894.86
41873,44084,2025-01-28,Cash,143401.64
41874,44085,2024-09-30,Gift Card,328336.01
41875,44086,2024-07-24,Buy Now Pay Later,12288.03
41876,44087,2025-09-11,EMI,25161.15
41877,44088,2024-08-23,EMI,36551.91
41878,44089,2024-01-22,Credit Card,4187.32
41879,44090,2026-01-04,Debit Card,49668.91
41880,44091,2024-08-04,Debit Card,19793.13
41881,44092,2025-03-11,Debit Card,114161.49
41882,44093,2024-03-28,Buy Now Pay Later,22042.93
41883,44094,2025-05-21,Wallet,159357.16
41884,44095,2025-04-16,Gift Card,28431.75
41885,44096,2024-06-05,Cash,65889.97
41886,44097,2025-10-31,Cash,82148.0
41887,44098,2024-09-04,Buy Now Pay Later,4747.17
41888,44099,2025-05-06,Cash,99401.54
41889,44100,2025-04-30,Net Banking,71737.14
41890,44101,2024-12-14,Gift Card,24698.22
41891,44102,2025-10-24,Gift Card,7663.5
41892,44103,2024-10-03,Net Banking,12174.1
41893,44104,2024-01-16,Cash,5567.79
41894,44105,2025-03-27,Gift Card,51161.12
41895,44106,2024-07-09,Debit Card,7002.03
41896,44107,2025-03-06,Gift Card,209095.84
41897,44108,2026-01-14,Credit Card,76365.14
41898,44109,2025-09-02,UPI,82328.74
41899,44110,2025-12-10,Credit Card,24202.26
41900,44111,2024-02-21,Net Banking,504140.46
41901,44112,2025-02-26,Buy Now Pay Later,20187.03
41902,44113,2025-12-07,Credit Card,11690.88
41903,44114,2025-01-13,Buy Now Pay Later,43940.43
41904,44115,2025-06-16,Gift Card,324469.19
41905,44116,2024-08-20,Buy Now Pay Later,63.35
41906,44117,2024-05-05,UPI,6827.54
41907,44118,2025-01-23,Wallet,124370.0
41908,44119,2024-08-27,Wallet,6815.78
41909,44120,2025-11-09,UPI,113627.0
41910,44121,2024-07-26,Net Banking,104508.91
41911,44122,2025-03-01,Debit Card,315827.68
41912,44123,2025-03-04,Cash,21059.61
41913,44124,2024-10-18,UPI,10096.44
41914,44125,2025-04-10,Gift Card,33692.68
41915,44126,2025-09-18,Buy Now Pay Later,120106.41
41916,44127,2024-04-29,Cash,65468.97
41917,44128,2025-06-09,UPI,11477.23
41918,44129,2024-01-24,UPI,9981.6
41919,44130,2024-04-22,Buy Now Pay Later,42821.0
41920,44131,2025-06-13,Buy Now Pay Later,72882.14
41921,44132,2025-04-18,Gift Card,410.95
41922,44133,2025-03-19,Gift Card,3487.59
41923,44134,2024-11-10,Gift Card,71524.36
41924,44135,2025-09-13,UPI,136122.9
41925,44136,2025-10-16,Net Banking,5527.08
41926,44137,2024-05-04,Net Banking,49135.04
41927,44138,2024-06-03,EMI,40682.45
41928,44139,2025-10-28,Credit Card,136690.19
41929,44140,2025-11-22,Wallet,128298.36
41930,44141,2024-10-18,EMI,35008.35
41931,44142,2024-02-05,Cash,153392.34
41932,44143,2025-08-21,Buy Now Pay Later,7715.34
41933,44144,2026-01-01,Cash,12261.89
41934,44146,2025-07-08,Buy Now Pay Later,43533.62
41935,44147,2025-05-05,Wallet,21519.02
41936,44148,2024-05-23,Gift Card,43368.5
41937,44149,2024-05-28,Gift Card,69144.09
41938,44150,2025-09-12,Net Banking,174031.46
41939,44151,2025-05-03,Gift Card,12050.54
41940,44152,2024-12-09,Credit Card,56276.72
41941,44153,2025-03-15,EMI,27223.1
41942,44155,2024-11-26,EMI,13629.99
41943,44156,2025-01-12,EMI,2782.46
41944,44157,2025-11-18,Gift Card,1051.96
41945,44158,2024-08-27,Wallet,272989.7
41946,44159,2025-11-17,EMI,102632.02
41947,44160,2024-09-15,UPI,54374.59
41948,44161,2024-10-30,Credit Card,296741.67
41949,44162,2025-09-12,Gift Card,87233.4
41950,44163,2025-01-24,Cash,6812.1
41951,44164,2024-09-03,UPI,18558.14
41952,44165,2025-01-13,Cash,161580.5
41953,44166,2024-06-27,Wallet,22844.47
41954,44167,2024-07-02,Credit Card,418041.66
41955,44168,2026-01-07,EMI,4061.3
41956,44170,2025-05-29,EMI,97033.26
41957,44171,2024-03-31,Cash,5309.55
41958,44172,2024-04-28,Cash,438007.43
41959,44173,2024-01-01,Credit Card,51610.17
41960,44174,2026-02-20,Cash,18971.96
41961,44175,2025-05-30,Cash,135884.36
41962,44176,2025-06-17,Gift Card,75390.2
41963,44177,2025-05-09,Buy Now Pay Later,121615.17
41964,44178,2026-01-22,Gift Card,125716.5
41965,44179,2024-02-20,Net Banking,6014.46
41966,44180,2025-06-29,Debit Card,8428.45
41967,44181,2025-06-22,Buy Now Pay Later,85426.68
41968,44182,2024-05-07,EMI,71771.48
41969,44183,2025-03-03,UPI,10005.48
41970,44184,2025-05-07,UPI,35914.02
41971,44185,2024-03-26,Gift Card,17726.52
41972,44186,2024-05-06,Credit Card,18729.6
41973,44187,2025-11-17,Debit Card,68498.18
41974,44188,2025-05-06,Net Banking,21920.55
41975,44189,2024-09-07,EMI,382.78
41976,44190,2024-12-23,Net Banking,72670.75
41977,44192,2025-02-15,EMI,167074.82
41978,44193,2024-11-02,Cash,140992.7
41979,44194,2025-01-08,EMI,37194.88
41980,44195,2025-09-29,Buy Now Pay Later,313600.65
41981,44196,2024-06-24,Wallet,37012.43
41982,44197,2025-01-19,Debit Card,235040.43
41983,44198,2025-07-14,EMI,82470.71
41984,44199,2024-02-06,Gift Card,13950.82
41985,44200,2025-07-27,UPI,127826.7
41986,44201,2024-03-18,EMI,25327.68
41987,44202,2025-11-14,Cash,82276.84
41988,44203,2026-01-18,Debit Card,19633.16
41989,44204,2026-02-02,Cash,7029.08
41990,44205,2025-07-04,Buy Now Pay Later,22407.83
41991,44206,2024-04-17,Gift Card,59643.66
41992,44208,2026-01-11,EMI,12915.51
41993,44209,2024-04-12,Debit Card,5266.66
41994,44210,2024-04-14,Cash,26433.96
41995,44211,2025-08-28,Net Banking,47167.42
41996,44212,2024-05-10,UPI,302218.42
41997,44213,2024-06-10,Gift Card,12021.36
41998,44214,2025-03-13,Net Banking,18839.19
41999,44215,2025-09-25,Cash,369868.77
42000,44216,2024-06-09,UPI,8711.68
42001,44217,2025-11-09,UPI,15609.13
42002,44219,2024-09-25,UPI,33106.51
42003,44220,2024-09-22,EMI,52555.33
42004,44221,2025-12-28,Credit Card,1429.59
42005,44223,2025-09-20,Credit Card,81739.34
42006,44224,2024-01-29,Credit Card,28791.54
42007,44225,2025-12-18,EMI,4192.9
42008,44226,2024-06-22,Wallet,33426.56
42009,44227,2024-09-04,Credit Card,27124.32
42010,44228,2025-05-05,Debit Card,104494.08
42011,44229,2024-03-28,UPI,12312.36
42012,44230,2024-11-24,Cash,32357.07
42013,44231,2025-02-16,Buy Now Pay Later,3778.14
42014,44232,2024-01-14,Buy Now Pay Later,67772.39
42015,44233,2026-02-05,Wallet,10541.75
42016,44234,2026-02-05,Net Banking,2794.2
42017,44235,2024-09-02,Credit Card,83022.16
42018,44237,2024-09-25,UPI,111274.01
42019,44238,2025-12-25,UPI,10398.29
42020,44239,2025-01-29,UPI,153230.83
42021,44240,2026-01-27,Gift Card,12128.93
42022,44241,2024-05-11,Buy Now Pay Later,479765.7
42023,44242,2024-04-04,Debit Card,3115.94
42024,44243,2024-04-11,Gift Card,219866.89
42025,44244,2025-03-10,Wallet,12391.51
42026,44245,2025-03-21,UPI,10346.79
42027,44246,2025-04-08,Gift Card,70585.29
42028,44247,2025-04-11,Gift Card,3768.9
42029,44248,2024-09-21,Credit Card,8730.2
42030,44249,2025-11-26,Net Banking,21500.9
42031,44250,2024-11-25,Cash,628.3
42032,44251,2025-08-20,Wallet,19932.36
42033,44252,2024-02-07,Buy Now Pay Later,15180.9
42034,44253,2024-12-18,Gift Card,123307.23
42035,44254,2025-09-13,Net Banking,89379.06
42036,44255,2025-03-11,Gift Card,8570.73
42037,44256,2024-05-01,Credit Card,2000.28
42038,44257,2025-04-23,Net Banking,162301.3
42039,44258,2025-12-05,EMI,259282.84
42040,44259,2025-11-17,UPI,41783.82
42041,44260,2024-08-25,EMI,44733.51
42042,44261,2024-10-27,EMI,25400.47
42043,44262,2026-02-26,Buy Now Pay Later,27938.27
42044,44263,2026-02-09,Net Banking,22131.38
42045,44264,2024-11-14,Net Banking,69377.57
42046,44265,2026-01-27,Gift Card,2931.53
42047,44266,2025-06-09,Net Banking,140961.31
42048,44267,2024-05-28,UPI,213332.72
42049,44268,2026-02-08,Cash,32816.58
42050,44269,2026-02-15,EMI,74096.42
42051,44270,2024-06-18,EMI,42403.53
42052,44271,2026-02-24,UPI,47011.97
42053,44272,2024-09-02,Debit Card,48075.81
42054,44273,2024-06-20,UPI,202188.9
42055,44274,2024-10-11,EMI,22509.99
42056,44275,2024-03-03,Gift Card,140379.71
42057,44276,2026-01-25,EMI,4464.58
42058,44277,2024-02-12,Debit Card,2056.81
42059,44278,2024-02-28,Net Banking,219586.74
42060,44279,2024-11-27,Debit Card,15512.96
42061,44280,2024-06-01,Buy Now Pay Later,2456.11
42062,44281,2026-02-10,Buy Now Pay Later,20924.64
42063,44282,2024-11-29,Gift Card,6323.28
42064,44283,2024-12-01,Wallet,53895.4
42065,44284,2025-02-25,Credit Card,203383.07
42066,44286,2024-07-03,Buy Now Pay Later,31695.4
42067,44287,2024-03-09,EMI,125197.67
42068,44288,2025-08-23,Wallet,2373.54
42069,44289,2025-10-05,EMI,33555.98
42070,44290,2024-01-10,Credit Card,30988.7
42071,44291,2025-02-11,EMI,3490.02
42072,44292,2025-03-11,Gift Card,275529.31
42073,44293,2025-04-26,Wallet,215411.91
42074,44294,2024-10-06,Buy Now Pay Later,8834.61
42075,44295,2025-12-26,EMI,62276.76
42076,44296,2025-09-06,Cash,8305.73
42077,44297,2024-03-19,Cash,2447.7
42078,44298,2025-05-19,Cash,1138.45
42079,44299,2026-02-06,EMI,20681.15
42080,44300,2024-09-01,Buy Now Pay Later,151141.98
42081,44301,2026-02-12,Debit Card,14956.93
42082,44302,2024-01-26,Cash,72024.98
42083,44303,2025-07-10,Net Banking,168528.56
42084,44304,2024-01-02,Gift Card,4820.04
42085,44305,2025-01-30,Net Banking,243692.84
42086,44306,2024-06-01,Wallet,609894.74
42087,44307,2025-08-08,Credit Card,1271.2
42088,44308,2025-01-05,Wallet,26019.95
42089,44309,2025-05-11,Credit Card,227402.0
42090,44310,2025-01-16,Credit Card,123540.66
42091,44311,2025-02-02,Cash,38512.44
42092,44312,2026-01-15,Gift Card,34496.79
42093,44313,2025-12-17,EMI,97284.54
42094,44314,2024-02-02,Debit Card,58372.49
42095,44315,2025-12-12,Wallet,130806.55
42096,44316,2024-06-01,Credit Card,4007.34
42097,44317,2025-08-22,UPI,488450.19
42098,44318,2024-04-09,Buy Now Pay Later,152447.75
42099,44319,2025-01-04,Cash,2312.76
42100,44320,2024-11-05,Wallet,51425.34
42101,44321,2024-01-15,Wallet,24001.74
42102,44322,2025-04-03,Credit Card,100723.32
42103,44323,2024-11-22,EMI,17745.36
42104,44324,2025-02-04,Cash,97952.41
42105,44325,2024-09-19,Credit Card,32903.28
42106,44326,2025-06-07,Credit Card,129144.37
42107,44327,2024-09-04,UPI,30051.3
42108,44328,2025-08-24,Buy Now Pay Later,147210.05
42109,44330,2025-04-02,Credit Card,31623.1
42110,44331,2025-04-13,Cash,39945.01
42111,44332,2025-09-27,Gift Card,19984.07
42112,44333,2024-05-21,EMI,33143.13
42113,44334,2024-08-19,Gift Card,15256.12
42114,44335,2025-07-13,Wallet,127702.12
42115,44336,2026-01-29,Credit Card,6725.4
42116,44337,2024-08-13,Net Banking,86428.89
42117,44338,2025-03-08,Net Banking,402229.0
42118,44339,2025-04-20,UPI,60882.32
42119,44340,2025-04-06,EMI,16267.41
42120,44341,2025-10-16,Debit Card,14579.16
42121,44342,2024-12-01,Wallet,9519.02
42122,44343,2024-10-21,Debit Card,104273.49
42123,44344,2025-12-11,Net Banking,9022.9
42124,44345,2024-08-28,Cash,9275.4
42125,44346,2024-06-15,Net Banking,17546.85
42126,44347,2025-03-17,Credit Card,266452.67
42127,44348,2025-02-12,Cash,346107.13
42128,44350,2025-09-22,EMI,46418.17
42129,44351,2025-03-28,UPI,41466.63
42130,44352,2025-02-11,Gift Card,6763.94
42131,44353,2025-11-26,Debit Card,24851.32
42132,44354,2024-06-10,Buy Now Pay Later,9326.41
42133,44355,2024-12-06,Net Banking,65780.94
42134,44356,2024-06-14,Wallet,18913.86
42135,44357,2024-07-20,Wallet,208653.79
42136,44358,2025-09-01,EMI,5433.15
42137,44359,2024-07-08,Net Banking,5664.93
42138,44360,2024-10-20,Wallet,74670.64
42139,44361,2024-11-03,Gift Card,7883.57
42140,44362,2024-01-15,Credit Card,253355.18
42141,44363,2025-09-15,Buy Now Pay Later,269979.09
42142,44364,2024-07-24,UPI,1926.81
42143,44365,2025-08-29,Cash,607.54
42144,44366,2024-02-14,Wallet,187446.45
42145,44367,2025-10-18,UPI,4271.19
42146,44368,2024-03-21,Debit Card,157498.64
42147,44369,2025-05-15,Debit Card,69771.0
42148,44370,2024-09-30,EMI,29128.36
42149,44371,2025-02-15,Credit Card,438902.26
42150,44372,2026-01-14,Wallet,89150.34
42151,44374,2024-08-05,UPI,624.26
42152,44375,2025-01-17,UPI,30696.3
42153,44376,2024-04-21,Debit Card,417074.96
42154,44377,2025-11-01,Wallet,201006.97
42155,44378,2025-01-22,Cash,7220.14
42156,44379,2024-04-16,Gift Card,6569.55
42157,44380,2024-06-25,EMI,16748.02
42158,44381,2025-05-12,Gift Card,9064.62
42159,44382,2024-11-22,Debit Card,40071.92
42160,44383,2024-03-19,Net Banking,137371.92
42161,44384,2025-09-11,Gift Card,302281.16
42162,44385,2024-02-03,Net Banking,93091.98
42163,44386,2025-11-19,Cash,80930.58
42164,44387,2025-09-25,Gift Card,9201.43
42165,44388,2024-01-18,Buy Now Pay Later,179481.53
42166,44389,2024-10-12,Wallet,27019.75
42167,44390,2025-02-16,Gift Card,11444.69
42168,44391,2025-01-02,Credit Card,77232.66
42169,44392,2026-02-02,Net Banking,17305.21
42170,44393,2025-04-14,Cash,41406.16
42171,44394,2024-03-24,Buy Now Pay Later,145115.09
42172,44395,2025-02-25,Buy Now Pay Later,5039.79
42173,44398,2024-05-24,Wallet,23097.61
42174,44399,2024-08-16,EMI,114795.93
42175,44400,2025-01-24,UPI,18001.71
42176,44401,2025-05-17,UPI,37633.69
42177,44402,2024-09-18,EMI,99066.08
42178,44403,2024-05-27,Debit Card,15084.03
42179,44404,2026-02-13,UPI,85729.92
42180,44405,2026-01-04,Wallet,31156.71
42181,44406,2024-02-26,EMI,8078.13
42182,44407,2024-06-11,Credit Card,69414.25
42183,44408,2025-09-10,UPI,12442.08
42184,44410,2024-02-07,EMI,28123.31
42185,44411,2025-05-14,EMI,33097.86
42186,44412,2024-08-23,Credit Card,103371.98
42187,44413,2026-01-01,Credit Card,11957.18
42188,44414,2025-02-23,EMI,41117.4
42189,44415,2024-01-09,Gift Card,143417.57
42190,44417,2024-08-12,Debit Card,16572.21
42191,44418,2024-04-29,Wallet,43160.92
42192,44419,2025-10-20,UPI,8660.11
42193,44421,2025-07-11,Cash,76828.22
42194,44422,2025-01-18,EMI,9656.6
42195,44424,2024-06-28,UPI,100817.04
42196,44425,2024-04-25,Gift Card,29112.65
42197,44426,2024-03-14,Buy Now Pay Later,21458.46
42198,44427,2024-10-06,Buy Now Pay Later,12519.01
42199,44428,2025-05-10,Wallet,24238.35
42200,44429,2024-11-05,UPI,5840.34
42201,44430,2025-01-19,UPI,500089.13
42202,44431,2025-11-22,Debit Card,133084.17
42203,44432,2025-11-13,Credit Card,2345.89
42204,44433,2025-11-11,Credit Card,189282.1
42205,44434,2024-08-06,Cash,49898.95
42206,44435,2025-06-15,Buy Now Pay Later,94356.59
42207,44436,2024-05-18,Cash,135273.9
42208,44437,2024-11-09,Buy Now Pay Later,42560.26
42209,44438,2025-09-21,UPI,193539.11
42210,44439,2025-08-18,UPI,1899.16
42211,44440,2025-07-15,Net Banking,203578.03
42212,44441,2025-09-29,Debit Card,1368.25
42213,44442,2025-06-30,Net Banking,7560.17
42214,44443,2024-03-06,Wallet,19402.98
42215,44444,2026-01-24,Net Banking,106783.27
42216,44445,2025-10-30,Net Banking,1271.38
42217,44446,2024-11-22,Cash,12841.71
42218,44447,2024-07-24,Buy Now Pay Later,3893.48
42219,44448,2025-10-14,Credit Card,379069.38
42220,44449,2024-12-22,Credit Card,2409.92
42221,44450,2025-08-13,Net Banking,26850.96
42222,44451,2024-09-15,Gift Card,206956.03
42223,44452,2024-07-01,Gift Card,9236.51
